[882, 655]
[website-link, [270.0, 25.0, 111.0, 18.0], shoonya_3s9Y7ADSJN63Y6, 5759477]
[unordered-list, [328.0, 596.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 614.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 632.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 650.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 668.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 686.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 704.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 722.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 740.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 758.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 776.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [77.0, 543.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 561.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 579.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 597.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 615.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 633.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 651.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 669.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 687.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 705.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 723.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 741.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[unordered-list, [77.0, 759.0, 247.0, 18.0], sQ5qJzK1gB, 5759477]
[folio, [32.0, 853.0, 142.0, 18.0], shoonya_1sCQQBZND31F0L, 5759477]
