[2640, 2040]
[ordered-list, [327.0, 152.0, 1465.0, 46.5], shoonya_3sWM50Z70Y5QG4, 5700176]
[sub-unordered-list, [423.0, 715.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 733.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 751.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 769.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 787.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 805.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 823.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 841.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 859.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 877.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 895.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 913.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 931.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 949.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 967.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 985.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 1003.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 1021.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 1039.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 1057.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 1075.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[sub-unordered-list, [423.0, 1093.0, 1361.0, 18.0], 6z-unHteKU, 5700176]
[unordered-list, [341.0, 1246.0, 1437.0, 46.5], shoonya_0sR1S5OOTT4SX1, 5700176]
[unordered-list, [341.0, 1292.5, 1437.0, 46.5], shoonya_0sR1S5OOTT4SX1, 5700176]
[unordered-list, [341.0, 1339.0, 1437.0, 46.5], shoonya_0sR1S5OOTT4SX1, 5700176]
[unordered-list, [341.0, 1385.5, 1437.0, 46.5], shoonya_0sR1S5OOTT4SX1, 5700176]
[unordered-list, [341.0, 1432.0, 1437.0, 46.5], shoonya_0sR1S5OOTT4SX1, 5700176]
[paragraph, [270.0, 1613.0, 1514.0, 46.5], OUFvCQVihw, 5700176]
[paragraph, [270.0, 1659.5, 1514.0, 46.5], OUFvCQVihw, 5700176]
[paragraph, [326.0, 1814.0, 1458.0, 46.5], ITZbZtlzeU, 5700176]
[paragraph, [326.0, 1860.5, 1458.0, 46.5], ITZbZtlzeU, 5700176]
[paragraph, [326.0, 1907.0, 1458.0, 46.5], ITZbZtlzeU, 5700176]
[ordered-list, [433.0, 2008.0, 438.0, 46.5], ZQDQvGaWfR, 5700176]
[ordered-list, [433.0, 2054.5, 438.0, 46.5], ZQDQvGaWfR, 5700176]
[ordered-list, [433.0, 2101.0, 438.0, 46.5], ZQDQvGaWfR, 5700176]
[unordered-list, [434.0, 2278.0, 1243.0, 46.5], shoonya_2sLM3W8624YHOF, 5700176]
[unordered-list, [434.0, 2324.5, 1243.0, 46.5], shoonya_2sLM3W8624YHOF, 5700176]
[unordered-list, [434.0, 2371.0, 1243.0, 46.5], shoonya_2sLM3W8624YHOF, 5700176]
[unordered-list, [434.0, 2417.5, 1243.0, 46.5], shoonya_2sLM3W8624YHOF, 5700176]
