[1625, 1211]
[paragraph, [109.0, 86.0, 271.0, 36.0], ZKxv3i-Nct, 5742188]
[paragraph, [787.0, 825.0, 334.0, 36.0], 6PlJg0uepU, 5742188]
[paragraph, [787.0, 861.0, 334.0, 36.0], 6PlJg0uepU, 5742188]
[paragraph, [431.0, 516.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 552.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 588.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 624.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 660.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 696.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 732.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 768.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 804.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 840.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 876.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [431.0, 912.0, 345.0, 36.0], 42xaH_p1JA, 5742188]
[paragraph, [435.0, 967.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1003.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1039.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1075.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1111.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1147.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1183.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1219.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1255.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1291.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1327.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1363.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1399.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [435.0, 1435.0, 333.0, 36.0], shoonya_3s7JWQI1OEACSI, 5742188]
[paragraph, [792.0, 1009.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1045.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1081.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1117.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1153.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1189.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1225.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1261.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1297.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1333.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1369.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1405.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[paragraph, [792.0, 1441.0, 335.0, 36.0], shoonya_0sF019U1V7N393, 5742188]
[footnote, [746.0, 1565.0, 411.0, 36.0], hhKjTvwSYC, 5742188]
