[1625, 1211]
[paragraph, [440.0, 79.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [85.0, 1207.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [85.0, 1243.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [85.0, 1279.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [85.0, 1315.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [85.0, 1351.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [85.0, 1387.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [85.0, 1423.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [438.0, 1417.0, 348.0, 36.0], 9sVMM-aL7J, 5742797]
[paragraph, [438.0, 1453.0, 348.0, 36.0], 9sVMM-aL7J, 5742797]
[folio, [438.0, 1497.0, 112.0, 36.0], JduB4mSHzS, 5742797]
[folio, [103.0, 1499.0, 98.0, 36.0], SxoWaC6t1h, 5742797]
[footnote, [753.0, 1578.0, 381.0, 36.0], qrgsTiu4mN, 5742797]
