[882, 655]
[website-link, [270.0, 25.0, 116.0, 18.0], X8OG0TmPKw, 5758639]
[paragraph, [338.0, 498.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 516.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 534.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 552.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 570.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 588.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 606.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 624.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 642.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 660.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [338.0, 678.0, 233.0, 18.0], shoonya_0sFLETQIU9ME6A, 5758639]
[paragraph, [75.0, 599.0, 247.0, 18.0], xXTpftk4cp, 5758639]
[paragraph, [75.0, 617.0, 247.0, 18.0], xXTpftk4cp, 5758639]
[paragraph, [75.0, 635.0, 247.0, 18.0], xXTpftk4cp, 5758639]
[paragraph, [75.0, 653.0, 247.0, 18.0], xXTpftk4cp, 5758639]
[paragraph, [75.0, 671.0, 247.0, 18.0], xXTpftk4cp, 5758639]
[paragraph, [75.0, 689.0, 247.0, 18.0], xXTpftk4cp, 5758639]
[paragraph, [75.0, 707.0, 247.0, 18.0], xXTpftk4cp, 5758639]
[paragraph, [337.0, 711.0, 238.0, 18.0], SBrVZ0Jh2d, 5758639]
[paragraph, [337.0, 729.0, 238.0, 18.0], SBrVZ0Jh2d, 5758639]
[paragraph, [337.0, 747.0, 238.0, 18.0], SBrVZ0Jh2d, 5758639]
[paragraph, [337.0, 765.0, 238.0, 18.0], SBrVZ0Jh2d, 5758639]
[paragraph, [75.0, 744.0, 245.0, 18.0], Hax59qADin, 5758639]
[paragraph, [75.0, 762.0, 245.0, 18.0], Hax59qADin, 5758639]
[folio, [33.0, 855.0, 152.0, 18.0], DHyoz2L8X2, 5758639]
[folio, [557.0, 857.0, 70.0, 18.0], -U14u9L_bd, 5758639]
