[2020, 1545]
[folio, [40.0, 48.0, 183.0, 36.0], -qktLFJa2S, 5712404]
[paragraph, [754.0, 1441.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1477.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1513.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1549.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1585.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1621.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1657.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1693.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1729.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1765.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1801.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1837.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1873.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [754.0, 1909.0, 711.0, 36.0], boeDZ5R877, 5712404]
[paragraph, [90.0, 1832.0, 657.0, 36.0], N6W_WpBtUH, 5712404]
[paragraph, [90.0, 1868.0, 657.0, 36.0], N6W_WpBtUH, 5712404]
[paragraph, [90.0, 1904.0, 657.0, 36.0], N6W_WpBtUH, 5712404]
[paragraph, [90.0, 1940.0, 657.0, 36.0], N6W_WpBtUH, 5712404]
[author, [1313.0, 1916.0, 153.0, 36.0], -nDZN-qLHL, 5712404]
