[2067, 1567]
[folio, [195.0, 190.0, 128.0, 36.0], 5NT9HyVj_5, 5736061]
[paragraph, [790.0, 1084.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 1120.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 1156.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 1192.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 1228.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 1264.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [185.0, 1181.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1217.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1253.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1289.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1325.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1361.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1397.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1433.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1469.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1505.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1541.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1577.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1613.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1649.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1685.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1721.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [185.0, 1757.0, 585.0, 36.0], shoonya_8sTZ9MRH7BVKQH, 5736061]
[paragraph, [798.0, 1308.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1344.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1380.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1416.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1452.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1488.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1524.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1560.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1596.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1632.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1668.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1704.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[paragraph, [798.0, 1740.0, 576.0, 36.0], 0sIFKuu9nH, 5736061]
[sidebar, [1410.0, 1513.0, 149.0, 36.0], Neb5IX3fqX, 5736061]
[folio, [195.0, 1822.0, 226.0, 36.0], shoonya_10s4FDYJVG6J32, 5736061]
