[5159, 3825]
[paragraph, [683.0, 750.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[second-level-question, [698.0, 3504.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3556.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3609.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3661.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3714.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3766.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3819.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3871.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3924.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 3976.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 4029.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 4081.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 4134.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 4186.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 4239.0, 999.0, 52.5], CN_GtcY1T4, 6475931]
[second-level-question, [698.0, 4291.5, 999.0, 52.5], CN_GtcY1T4, 6475931]
[options, [841.0, 3796.0, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 3848.5, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 3901.0, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 3953.5, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 4006.0, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 4058.5, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 4111.0, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 4163.5, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 4216.0, 430.0, 52.5], f_GfZxzgij, 6475931]
[options, [841.0, 4268.5, 430.0, 52.5], f_GfZxzgij, 6475931]
[folio, [564.0, 4594.0, 272.0, 52.5], 18hyN4eFcu, 6475931]
