[792, 612]
[paragraph, [228.0, 86.0, 153.0, 18.0], MiNj4o-_hN, 6514531]
[paragraph, [409.0, 181.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 199.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 217.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 235.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 253.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 271.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 289.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 307.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 325.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 343.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 361.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 379.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 397.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [409.0, 415.0, 153.0, 18.0], 64fMI103Aq, 6514531]
[paragraph, [50.0, 362.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 380.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 398.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 416.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 434.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 452.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 470.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 488.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 506.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 524.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [50.0, 542.0, 153.0, 18.0], Vt19MZP_JL, 6514531]
[paragraph, [410.0, 445.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 463.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 481.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 499.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 517.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 535.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 553.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 571.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 589.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 607.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 625.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 643.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [410.0, 661.0, 153.0, 18.0], OdJl6ph9mM, 6514531]
[paragraph, [50.0, 577.0, 152.0, 18.0], xOm5DMBl9N, 6514531]
[paragraph, [50.0, 595.0, 152.0, 18.0], xOm5DMBl9N, 6514531]
[paragraph, [50.0, 613.0, 152.0, 18.0], xOm5DMBl9N, 6514531]
[paragraph, [50.0, 631.0, 152.0, 18.0], xOm5DMBl9N, 6514531]
[paragraph, [50.0, 649.0, 152.0, 18.0], xOm5DMBl9N, 6514531]
[paragraph, [227.0, 611.0, 157.0, 18.0], IuN9dF3Xkr, 6514531]
[paragraph, [227.0, 629.0, 157.0, 18.0], IuN9dF3Xkr, 6514531]
[paragraph, [227.0, 647.0, 157.0, 18.0], IuN9dF3Xkr, 6514531]
[paragraph, [227.0, 665.0, 157.0, 18.0], IuN9dF3Xkr, 6514531]
