[1725, 1313]
[paragraph, [291.0, 135.0, 687.0, 36.0], shoonya_0sY6X4GBAR7EX6, 5771606]
[paragraph, [659.0, 1255.0, 530.0, 36.0], shoonya_10s869AS8BTWC7, 5771606]
[paragraph, [659.0, 1291.0, 530.0, 36.0], shoonya_10s869AS8BTWC7, 5771606]
[paragraph, [117.0, 1021.0, 538.0, 36.0], shoonya_3sK0FH0XKZ31ZY, 5771606]
[paragraph, [117.0, 1057.0, 538.0, 36.0], shoonya_3sK0FH0XKZ31ZY, 5771606]
[paragraph, [117.0, 1093.0, 538.0, 36.0], shoonya_3sK0FH0XKZ31ZY, 5771606]
[paragraph, [119.0, 1155.0, 536.0, 36.0], shoonya_4sXH1MFRNK4M4A, 5771606]
[paragraph, [119.0, 1191.0, 536.0, 36.0], shoonya_4sXH1MFRNK4M4A, 5771606]
[paragraph, [119.0, 1227.0, 536.0, 36.0], shoonya_4sXH1MFRNK4M4A, 5771606]
[paragraph, [119.0, 1263.0, 536.0, 36.0], shoonya_4sXH1MFRNK4M4A, 5771606]
[paragraph, [110.0, 1319.0, 543.0, 36.0], shoonya_5sLIPJDCQSLB23, 5771606]
[paragraph, [110.0, 1355.0, 543.0, 36.0], shoonya_5sLIPJDCQSLB23, 5771606]
[paragraph, [110.0, 1391.0, 543.0, 36.0], shoonya_5sLIPJDCQSLB23, 5771606]
[paragraph, [110.0, 1427.0, 543.0, 36.0], shoonya_5sLIPJDCQSLB23, 5771606]
[paragraph, [110.0, 1463.0, 543.0, 36.0], shoonya_5sLIPJDCQSLB23, 5771606]
[paragraph, [110.0, 1499.0, 543.0, 36.0], shoonya_5sLIPJDCQSLB23, 5771606]
[paragraph, [654.0, 1359.0, 530.0, 36.0], shoonya_11sJ178Y043ARR, 5771606]
[paragraph, [654.0, 1395.0, 530.0, 36.0], shoonya_11sJ178Y043ARR, 5771606]
[paragraph, [653.0, 1456.0, 542.0, 36.0], shoonya_12s41OUC7GEX66, 5771606]
[paragraph, [653.0, 1492.0, 542.0, 36.0], shoonya_12s41OUC7GEX66, 5771606]
[paragraph, [653.0, 1528.0, 542.0, 36.0], shoonya_12s41OUC7GEX66, 5771606]
[folio, [582.0, 1567.0, 164.0, 36.0], XNeQKdJUW2, 5771606]
