[1518, 1004]
[paragraph, [353.0, 86.0, 293.0, 36.0], ZdzrwFGAMC, 6472073]
[paragraph, [660.0, 1061.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1097.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1133.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1169.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1205.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1241.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1277.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1313.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1349.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [42.0, 990.0, 303.0, 36.0], VU8KuM7xaC, 6472073]
[paragraph, [42.0, 1026.0, 303.0, 36.0], VU8KuM7xaC, 6472073]
[paragraph, [47.0, 1061.0, 298.0, 36.0], FTlCjjO7An, 6472073]
[paragraph, [47.0, 1097.0, 298.0, 36.0], FTlCjjO7An, 6472073]
[paragraph, [358.0, 1139.0, 290.0, 36.0], w27gUbDRpB, 6472073]
[paragraph, [358.0, 1175.0, 290.0, 36.0], w27gUbDRpB, 6472073]
[paragraph, [358.0, 1211.0, 290.0, 36.0], w27gUbDRpB, 6472073]
[paragraph, [358.0, 1247.0, 290.0, 36.0], w27gUbDRpB, 6472073]
[paragraph, [358.0, 1283.0, 290.0, 36.0], w27gUbDRpB, 6472073]
[paragraph, [358.0, 1319.0, 290.0, 36.0], w27gUbDRpB, 6472073]
[paragraph, [358.0, 1355.0, 290.0, 36.0], w27gUbDRpB, 6472073]
[paragraph, [52.0, 1163.0, 293.0, 36.0], cDRWblPCO7, 6472073]
[paragraph, [52.0, 1199.0, 293.0, 36.0], cDRWblPCO7, 6472073]
[paragraph, [52.0, 1235.0, 293.0, 36.0], cDRWblPCO7, 6472073]
[paragraph, [50.0, 1287.0, 298.0, 36.0], 75q8fssjnZ, 6472073]
[paragraph, [50.0, 1323.0, 298.0, 36.0], 75q8fssjnZ, 6472073]
[paragraph, [50.0, 1359.0, 298.0, 36.0], 75q8fssjnZ, 6472073]
