[792, 612]
[headline, [220.0, 97.0, 173.0, 25.5], Mxm35MAak3, 6515642]
[ordered-list, [60.0, 625.0, 162.0, 18.0], WCfWf7sIb3, 6515642]
[ordered-list, [60.0, 643.0, 162.0, 18.0], WCfWf7sIb3, 6515642]
[ordered-list, [60.0, 661.0, 162.0, 18.0], WCfWf7sIb3, 6515642]
[paragraph, [390.0, 587.0, 160.0, 18.0], ON4dH0jBN4, 6515642]
[paragraph, [390.0, 605.0, 160.0, 18.0], ON4dH0jBN4, 6515642]
[paragraph, [390.0, 623.0, 160.0, 18.0], ON4dH0jBN4, 6515642]
[paragraph, [407.0, 651.0, 149.0, 18.0], fBSmZxApG1, 6515642]
[paragraph, [407.0, 669.0, 149.0, 18.0], fBSmZxApG1, 6515642]
[paragraph, [407.0, 687.0, 149.0, 18.0], fBSmZxApG1, 6515642]
[paragraph, [62.0, 692.0, 161.0, 18.0], pGEGDKx-3l, 6515642]
