[2339, 1654]
[folio, [1311.0, 46.0, 215.0, 36.0], shoonya_4sDTDR2VDJ6AAU, 5751143]
[paragraph, [104.0, 1124.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 1160.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 1196.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [209.0, 1222.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1258.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1294.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1330.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1366.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1402.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1438.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1474.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1510.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1546.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1582.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1618.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1654.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1690.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1726.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1762.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1798.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [209.0, 1834.0, 1162.0, 36.0], ntSjDVLoqr, 5751143]
[paragraph, [89.0, 1943.0, 1440.0, 36.0], shoonya_2sH36PITH1CYXZ, 5751143]
[paragraph, [89.0, 1979.0, 1440.0, 36.0], shoonya_2sH36PITH1CYXZ, 5751143]
[paragraph, [89.0, 2015.0, 1440.0, 36.0], shoonya_2sH36PITH1CYXZ, 5751143]
[paragraph, [89.0, 2051.0, 1440.0, 36.0], shoonya_2sH36PITH1CYXZ, 5751143]
[paragraph, [89.0, 2087.0, 1440.0, 36.0], shoonya_2sH36PITH1CYXZ, 5751143]
[paragraph, [89.0, 2123.0, 1440.0, 36.0], shoonya_2sH36PITH1CYXZ, 5751143]
[paragraph, [89.0, 2159.0, 1440.0, 36.0], shoonya_2sH36PITH1CYXZ, 5751143]
