[1447, 1063]
[folio, [429.0, 46.0, 204.0, 18.0], -OxV0nv2Pj, 5762648]
[paragraph, [534.0, 654.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 672.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 690.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 708.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 726.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 744.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 762.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 780.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 798.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 816.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 834.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [534.0, 852.0, 436.0, 18.0], shoonya_4sPHDGDV8RUHA3, 5762648]
[paragraph, [91.0, 242.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 260.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 278.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 296.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 314.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 332.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 350.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 368.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 386.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 404.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 422.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 440.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 458.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 476.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 494.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 512.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 530.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 548.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 566.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 584.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 602.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 620.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 638.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 656.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 674.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 692.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 710.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 728.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 746.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 764.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 782.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 800.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 818.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 836.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [91.0, 854.0, 434.0, 18.0], shoonya_2sNDHUYBJDJ2L1, 5762648]
[paragraph, [632.0, 872.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 890.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 908.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 926.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 944.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 962.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 980.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 998.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1016.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1034.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1052.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1070.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1088.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1106.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1124.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1142.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1160.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1178.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1196.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1214.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1232.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1250.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1268.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1286.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1304.0, 340.0, 18.0], JkGN77THuf, 5762648]
[paragraph, [632.0, 1322.0, 340.0, 18.0], JkGN77THuf, 5762648]
