[1823, 1375]
[folio, [563.0, 102.0, 302.0, 36.0], F_l9nvk0Wg, 5683541]
[paragraph, [700.0, 358.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 394.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 430.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 466.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 502.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 538.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 574.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 610.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 646.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 682.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 718.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 754.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 790.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 826.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 862.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 898.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 934.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 970.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [699.0, 1031.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1067.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1103.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1139.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1175.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1211.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1247.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1283.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1319.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1355.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1391.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1427.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1463.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1499.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1535.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1571.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1607.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
[paragraph, [699.0, 1643.0, 572.0, 36.0], shoonya_2sUIH4K4ABPANU, 5683541]
