[6000, 4167]
[folio, [1244.0, 630.0, 1760.0, 52.5], L0s78HcV5o, 5721451]
[paragraph, [572.0, 2271.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2323.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2376.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2428.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2481.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2533.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2586.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2638.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2691.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2743.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2796.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2848.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2901.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 2953.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3006.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3058.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3111.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3163.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3216.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3268.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3321.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3373.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3426.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3478.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3531.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3583.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3636.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3688.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3741.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3793.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3846.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3898.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 3951.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4003.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4056.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4108.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4161.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4213.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4266.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4318.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4371.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4423.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4476.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4528.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4581.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4633.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4686.0, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [572.0, 4738.5, 2984.0, 52.5], CvTssUxDOi, 5721451]
[paragraph, [626.0, 4943.0, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 4995.5, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 5048.0, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 5100.5, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 5153.0, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 5205.5, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 5258.0, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 5310.5, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
[paragraph, [626.0, 5363.0, 2926.0, 52.5], shoonya_0sYBPW3JPTHBUY, 5721451]
