[1315, 750]
[folio, [586.0, 40.0, 108.0, 18.0], shoonya_5sP3HNH8PGHV5C, 5782459]
[ordered-list, [43.0, 649.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 667.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 685.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 703.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 721.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 739.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 757.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 775.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 793.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 811.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[sub-ordered-list, [50.0, 458.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 476.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 494.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 512.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 530.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 548.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 566.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 584.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 602.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 620.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 638.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 656.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 674.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 692.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 710.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 728.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 746.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 764.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 782.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
[sub-ordered-list, [50.0, 800.0, 649.0, 18.0], 5sIllBFDbF, 5782459]
