[1625, 1211]
[section-title, [526.0, 98.0, 509.0, 49.5], shoonya_4s7IKKGF1LWNLM, 5742100]
[paragraph, [63.0, 633.0, 345.0, 36.0], h3z5oPp6Qm, 5742100]
[paragraph, [431.0, 652.0, 342.0, 36.0], U1KMmUsLQT, 5742100]
[paragraph, [431.0, 688.0, 342.0, 36.0], U1KMmUsLQT, 5742100]
[paragraph, [431.0, 724.0, 342.0, 36.0], U1KMmUsLQT, 5742100]
[paragraph, [431.0, 760.0, 342.0, 36.0], U1KMmUsLQT, 5742100]
[paragraph, [66.0, 687.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [66.0, 723.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [66.0, 759.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [66.0, 795.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [66.0, 831.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [66.0, 867.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [66.0, 903.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [66.0, 939.0, 340.0, 36.0], WcvxyTBeEc, 5742100]
[paragraph, [790.0, 795.0, 339.0, 36.0], xpqKSkFM0_, 5742100]
[paragraph, [790.0, 831.0, 339.0, 36.0], xpqKSkFM0_, 5742100]
[paragraph, [790.0, 867.0, 339.0, 36.0], xpqKSkFM0_, 5742100]
[paragraph, [790.0, 903.0, 339.0, 36.0], xpqKSkFM0_, 5742100]
[paragraph, [431.0, 822.0, 342.0, 36.0], hxvp_sF2U9, 5742100]
[paragraph, [431.0, 858.0, 342.0, 36.0], hxvp_sF2U9, 5742100]
[paragraph, [429.0, 920.0, 343.0, 36.0], ZWvS8-c9Qr, 5742100]
[paragraph, [429.0, 956.0, 343.0, 36.0], ZWvS8-c9Qr, 5742100]
[paragraph, [429.0, 992.0, 343.0, 36.0], ZWvS8-c9Qr, 5742100]
[paragraph, [429.0, 1028.0, 343.0, 36.0], ZWvS8-c9Qr, 5742100]
[paragraph, [790.0, 957.0, 354.0, 36.0], yoEw7ZjHjJ, 5742100]
[paragraph, [790.0, 993.0, 354.0, 36.0], yoEw7ZjHjJ, 5742100]
[paragraph, [790.0, 1029.0, 354.0, 36.0], yoEw7ZjHjJ, 5742100]
[paragraph, [790.0, 1065.0, 354.0, 36.0], yoEw7ZjHjJ, 5742100]
[paragraph, [790.0, 1101.0, 354.0, 36.0], yoEw7ZjHjJ, 5742100]
[paragraph, [790.0, 1137.0, 354.0, 36.0], yoEw7ZjHjJ, 5742100]
[paragraph, [790.0, 1173.0, 354.0, 36.0], yoEw7ZjHjJ, 5742100]
[paragraph, [48.0, 993.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [48.0, 1029.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [48.0, 1065.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [48.0, 1101.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [48.0, 1137.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [48.0, 1173.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [48.0, 1209.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [48.0, 1245.0, 363.0, 36.0], qLXZMjAMeK, 5742100]
[paragraph, [432.0, 1123.0, 352.0, 36.0], N4f2z3y-ca, 5742100]
[paragraph, [432.0, 1159.0, 352.0, 36.0], N4f2z3y-ca, 5742100]
[paragraph, [432.0, 1195.0, 352.0, 36.0], N4f2z3y-ca, 5742100]
[paragraph, [432.0, 1231.0, 352.0, 36.0], N4f2z3y-ca, 5742100]
[paragraph, [796.0, 1223.0, 349.0, 36.0], HAaR1nMnrT, 5742100]
[paragraph, [796.0, 1259.0, 349.0, 36.0], HAaR1nMnrT, 5742100]
[paragraph, [796.0, 1295.0, 349.0, 36.0], HAaR1nMnrT, 5742100]
[paragraph, [796.0, 1331.0, 349.0, 36.0], HAaR1nMnrT, 5742100]
[paragraph, [69.0, 1284.0, 340.0, 36.0], aQPQZCKtP9, 5742100]
[paragraph, [69.0, 1320.0, 340.0, 36.0], aQPQZCKtP9, 5742100]
[paragraph, [69.0, 1356.0, 340.0, 36.0], aQPQZCKtP9, 5742100]
[paragraph, [434.0, 1299.0, 340.0, 36.0], RRXa1lzaYE, 5742100]
[paragraph, [434.0, 1335.0, 340.0, 36.0], RRXa1lzaYE, 5742100]
[paragraph, [434.0, 1371.0, 340.0, 36.0], RRXa1lzaYE, 5742100]
[paragraph, [434.0, 1407.0, 340.0, 36.0], RRXa1lzaYE, 5742100]
[paragraph, [434.0, 1443.0, 340.0, 36.0], RRXa1lzaYE, 5742100]
[paragraph, [796.0, 1385.0, 336.0, 36.0], QsYpQNJhpP, 5742100]
[paragraph, [796.0, 1421.0, 336.0, 36.0], QsYpQNJhpP, 5742100]
[paragraph, [796.0, 1457.0, 336.0, 36.0], QsYpQNJhpP, 5742100]
[paragraph, [68.0, 1417.0, 343.0, 36.0], 12wRfioACL, 5742100]
[paragraph, [68.0, 1453.0, 343.0, 36.0], 12wRfioACL, 5742100]
[folio, [538.0, 1502.0, 116.0, 36.0], csNI_2vvGi, 5742100]
