[1238, 765]
[headline, [61.0, 67.0, 176.0, 25.5], mpXOl32-u2, 5770048]
[paragraph, [387.0, 767.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 785.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 803.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 821.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 839.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 857.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 875.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 893.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 911.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 929.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 947.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 965.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 983.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 1001.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [62.0, 756.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 774.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 792.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 810.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 828.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 846.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 864.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 882.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 900.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 918.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 936.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 954.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 972.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 990.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1008.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1026.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1044.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1062.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1080.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1098.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1116.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [62.0, 1134.0, 324.0, 18.0], LbrMm7CVrz, 5770048]
[paragraph, [395.0, 1039.0, 300.0, 18.0], aRQGXS1YWH, 5770048]
[paragraph, [395.0, 1057.0, 300.0, 18.0], aRQGXS1YWH, 5770048]
[paragraph, [395.0, 1075.0, 300.0, 18.0], aRQGXS1YWH, 5770048]
[paragraph, [395.0, 1093.0, 300.0, 18.0], aRQGXS1YWH, 5770048]
[paragraph, [395.0, 1111.0, 300.0, 18.0], aRQGXS1YWH, 5770048]
[paragraph, [395.0, 1129.0, 300.0, 18.0], aRQGXS1YWH, 5770048]
[paragraph, [395.0, 1147.0, 300.0, 18.0], aRQGXS1YWH, 5770048]
