[1238, 765]
[headline, [224.0, 74.0, 416.0, 25.5], PHGaW1Vj8_, 5770132]
[paragraph, [76.0, 529.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 547.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 565.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 583.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 601.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 619.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [388.0, 632.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 650.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 668.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 686.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 704.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 722.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 740.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 758.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 776.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 794.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 812.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 830.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [388.0, 848.0, 301.0, 18.0], kl90tm1MjG, 5770132]
[paragraph, [79.0, 648.0, 301.0, 18.0], cOTNe96Hcv, 5770132]
[paragraph, [79.0, 666.0, 301.0, 18.0], cOTNe96Hcv, 5770132]
[paragraph, [79.0, 684.0, 301.0, 18.0], cOTNe96Hcv, 5770132]
[paragraph, [79.0, 702.0, 301.0, 18.0], cOTNe96Hcv, 5770132]
[paragraph, [85.0, 721.0, 298.0, 18.0], j1QVuXNm09, 5770132]
[paragraph, [85.0, 739.0, 298.0, 18.0], j1QVuXNm09, 5770132]
[paragraph, [85.0, 757.0, 298.0, 18.0], j1QVuXNm09, 5770132]
[paragraph, [85.0, 775.0, 298.0, 18.0], j1QVuXNm09, 5770132]
[paragraph, [85.0, 793.0, 298.0, 18.0], j1QVuXNm09, 5770132]
[paragraph, [81.0, 817.0, 301.0, 18.0], US5l8cAnNM, 5770132]
[paragraph, [81.0, 835.0, 301.0, 18.0], US5l8cAnNM, 5770132]
[paragraph, [81.0, 853.0, 301.0, 18.0], US5l8cAnNM, 5770132]
[paragraph, [81.0, 871.0, 301.0, 18.0], US5l8cAnNM, 5770132]
[paragraph, [81.0, 889.0, 301.0, 18.0], US5l8cAnNM, 5770132]
[paragraph, [386.0, 891.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 909.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 927.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 945.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 963.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 981.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 999.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 1017.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [386.0, 1035.0, 314.0, 18.0], 95rqgWIFrs, 5770132]
[paragraph, [81.0, 907.0, 300.0, 18.0], PCfRZqRq70, 5770132]
[paragraph, [81.0, 925.0, 300.0, 18.0], PCfRZqRq70, 5770132]
[paragraph, [80.0, 959.0, 307.0, 18.0], sNyZ4ox5O2, 5770132]
[paragraph, [80.0, 977.0, 307.0, 18.0], sNyZ4ox5O2, 5770132]
[paragraph, [80.0, 995.0, 307.0, 18.0], sNyZ4ox5O2, 5770132]
[paragraph, [80.0, 1013.0, 307.0, 18.0], sNyZ4ox5O2, 5770132]
[paragraph, [80.0, 1031.0, 307.0, 18.0], sNyZ4ox5O2, 5770132]
[footnote, [85.0, 1082.0, 611.0, 18.0], yIQBEXau5i, 5770132]
[footnote, [85.0, 1100.0, 611.0, 18.0], yIQBEXau5i, 5770132]
[footnote, [85.0, 1118.0, 611.0, 18.0], yIQBEXau5i, 5770132]
