[1320, 1176]
[folio, [944.0, 60.0, 151.0, 18.0], Ka19pOyRpZ, 5694233]
[paragraph, [770.0, 421.0, 321.0, 18.0], xLeqUmAttG, 5694233]
[paragraph, [770.0, 439.0, 321.0, 18.0], xLeqUmAttG, 5694233]
[paragraph, [770.0, 457.0, 321.0, 18.0], xLeqUmAttG, 5694233]
[paragraph, [425.0, 352.0, 322.0, 18.0], _g-N0aEOJY, 5694233]
[paragraph, [425.0, 370.0, 322.0, 18.0], _g-N0aEOJY, 5694233]
[paragraph, [425.0, 388.0, 322.0, 18.0], _g-N0aEOJY, 5694233]
[paragraph, [425.0, 406.0, 322.0, 18.0], _g-N0aEOJY, 5694233]
[paragraph, [425.0, 424.0, 322.0, 18.0], _g-N0aEOJY, 5694233]
[paragraph, [425.0, 442.0, 322.0, 18.0], _g-N0aEOJY, 5694233]
[paragraph, [425.0, 460.0, 322.0, 18.0], _g-N0aEOJY, 5694233]
[paragraph, [425.0, 493.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 511.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 529.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 547.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 565.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 583.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 601.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 619.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 637.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 655.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 673.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 691.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 709.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 727.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 745.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 763.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 781.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 799.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 817.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 835.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 853.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 871.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 889.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 907.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 925.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [425.0, 943.0, 324.0, 18.0], yUil6Fyrz0, 5694233]
[paragraph, [770.0, 493.0, 320.0, 18.0], zfi4AUsapv, 5694233]
[paragraph, [770.0, 511.0, 320.0, 18.0], zfi4AUsapv, 5694233]
[paragraph, [770.0, 529.0, 320.0, 18.0], zfi4AUsapv, 5694233]
[paragraph, [770.0, 547.0, 320.0, 18.0], zfi4AUsapv, 5694233]
[paragraph, [770.0, 565.0, 320.0, 18.0], zfi4AUsapv, 5694233]
[paragraph, [770.0, 583.0, 320.0, 18.0], zfi4AUsapv, 5694233]
[paragraph, [770.0, 601.0, 320.0, 18.0], zfi4AUsapv, 5694233]
[paragraph, [85.0, 528.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 546.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 564.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 582.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 600.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 618.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 636.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 654.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 672.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 690.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 708.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 726.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 744.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 762.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 780.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [85.0, 798.0, 320.0, 18.0], sCr3e5jhVt, 5694233]
[paragraph, [770.0, 640.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 658.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 676.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 694.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 712.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 730.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 748.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 766.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 784.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 802.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 820.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 838.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 856.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 874.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 892.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [770.0, 910.0, 318.0, 18.0], rcfZgO0WYn, 5694233]
[paragraph, [82.0, 845.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 863.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 881.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 899.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 917.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 935.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 953.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 971.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 989.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 1007.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 1025.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 1043.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 1061.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [82.0, 1079.0, 324.0, 18.0], 35Ma8h5VoQ, 5694233]
[paragraph, [770.0, 952.0, 318.0, 18.0], bOL7dvWpWs, 5694233]
[paragraph, [770.0, 970.0, 318.0, 18.0], bOL7dvWpWs, 5694233]
[paragraph, [770.0, 988.0, 318.0, 18.0], bOL7dvWpWs, 5694233]
[paragraph, [770.0, 1006.0, 318.0, 18.0], bOL7dvWpWs, 5694233]
[paragraph, [770.0, 1024.0, 318.0, 18.0], bOL7dvWpWs, 5694233]
[paragraph, [427.0, 974.0, 321.0, 18.0], 93eDtmaGip, 5694233]
[paragraph, [427.0, 992.0, 321.0, 18.0], 93eDtmaGip, 5694233]
[paragraph, [427.0, 1010.0, 321.0, 18.0], 93eDtmaGip, 5694233]
[paragraph, [427.0, 1028.0, 321.0, 18.0], 93eDtmaGip, 5694233]
[paragraph, [427.0, 1046.0, 321.0, 18.0], 93eDtmaGip, 5694233]
[paragraph, [770.0, 1068.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1086.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1104.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1122.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1140.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1158.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1176.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1194.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1212.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [770.0, 1230.0, 321.0, 18.0], DoqNOozuKr, 5694233]
[paragraph, [425.0, 1095.0, 325.0, 18.0], A1jW1oZ9NP, 5694233]
[paragraph, [425.0, 1113.0, 325.0, 18.0], A1jW1oZ9NP, 5694233]
[paragraph, [425.0, 1131.0, 325.0, 18.0], A1jW1oZ9NP, 5694233]
[paragraph, [425.0, 1149.0, 325.0, 18.0], A1jW1oZ9NP, 5694233]
[paragraph, [425.0, 1167.0, 325.0, 18.0], A1jW1oZ9NP, 5694233]
[paragraph, [425.0, 1185.0, 325.0, 18.0], A1jW1oZ9NP, 5694233]
[paragraph, [425.0, 1203.0, 325.0, 18.0], A1jW1oZ9NP, 5694233]
[paragraph, [73.0, 1121.0, 341.0, 18.0], nTWgsHdrir, 5694233]
[paragraph, [73.0, 1139.0, 341.0, 18.0], nTWgsHdrir, 5694233]
[paragraph, [73.0, 1157.0, 341.0, 18.0], nTWgsHdrir, 5694233]
[paragraph, [73.0, 1175.0, 341.0, 18.0], nTWgsHdrir, 5694233]
[paragraph, [73.0, 1193.0, 341.0, 18.0], nTWgsHdrir, 5694233]
[paragraph, [73.0, 1211.0, 341.0, 18.0], nTWgsHdrir, 5694233]
[paragraph, [73.0, 1229.0, 341.0, 18.0], nTWgsHdrir, 5694233]
[paragraph, [73.0, 1247.0, 341.0, 18.0], nTWgsHdrir, 5694233]
