[780, 539]
[section-title, [211.0, 67.0, 107.0, 30.0], XiwK8rF4j3, 5767515]
[unordered-list, [264.0, 639.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 657.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 675.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 693.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [25.0, 119.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 137.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 155.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 173.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 191.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 209.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 227.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 245.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 263.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 281.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 299.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 317.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 335.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 353.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 371.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 389.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 407.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 425.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 443.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 461.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 479.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 497.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 515.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 533.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 551.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 569.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 587.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 605.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 623.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 641.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 659.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 677.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[unordered-list, [25.0, 695.0, 239.0, 18.0], shoonya_2sRNO9238YSV3K, 5767515]
[folio, [173.0, 719.0, 183.0, 18.0], of2J5ghYh8, 5767515]
