[872, 605]
[folio, [468.0, 25.0, 84.0, 18.0], wDWgYP-aqX, 6456904]
[paragraph, [50.0, 501.0, 252.0, 18.0], shoonya_0sRQL1I5I4FBJL, 6456904]
[paragraph, [300.0, 73.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 91.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 109.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 127.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 145.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 163.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 181.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 199.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [300.0, 217.0, 253.0, 18.0], ct17kqRZEO, 6456904]
[paragraph, [301.0, 235.0, 207.0, 18.0], 05jtQqDack, 6456904]
[paragraph, [301.0, 256.0, 253.0, 18.0], rbWblWMVYD, 6456904]
[paragraph, [301.0, 274.0, 253.0, 18.0], rbWblWMVYD, 6456904]
[paragraph, [301.0, 292.0, 253.0, 18.0], rbWblWMVYD, 6456904]
[paragraph, [301.0, 310.0, 253.0, 18.0], rbWblWMVYD, 6456904]
[paragraph, [301.0, 328.0, 253.0, 18.0], rbWblWMVYD, 6456904]
[paragraph, [300.0, 346.0, 244.0, 18.0], UiDj7gXuN_, 6456904]
[paragraph, [303.0, 371.0, 248.0, 18.0], TXWcHhUnVw, 6456904]
[paragraph, [303.0, 389.0, 248.0, 18.0], TXWcHhUnVw, 6456904]
[paragraph, [300.0, 410.0, 235.0, 18.0], _lbREvrgjG, 6456904]
[paragraph, [300.0, 428.0, 235.0, 18.0], _lbREvrgjG, 6456904]
[paragraph, [302.0, 449.0, 232.0, 18.0], 44qOPd7p18, 6456904]
[paragraph, [301.0, 475.0, 249.0, 18.0], 5e_i6fHaos, 6456904]
[paragraph, [301.0, 493.0, 249.0, 18.0], 5e_i6fHaos, 6456904]
[paragraph, [301.0, 511.0, 249.0, 18.0], 5e_i6fHaos, 6456904]
[paragraph, [301.0, 529.0, 249.0, 18.0], 5e_i6fHaos, 6456904]
[paragraph, [301.0, 547.0, 249.0, 18.0], 5e_i6fHaos, 6456904]
[paragraph, [52.0, 536.0, 230.0, 18.0], aHyYA_IYut, 6456904]
[paragraph, [52.0, 554.0, 230.0, 18.0], aHyYA_IYut, 6456904]
[paragraph, [50.0, 574.0, 236.0, 18.0], AMEB8_ScVV, 6456904]
[paragraph, [50.0, 592.0, 236.0, 18.0], AMEB8_ScVV, 6456904]
[paragraph, [303.0, 577.0, 243.0, 18.0], vPip6KLMcK, 6456904]
[paragraph, [300.0, 602.0, 249.0, 18.0], Ri3PEUmCZh, 6456904]
[paragraph, [300.0, 620.0, 249.0, 18.0], Ri3PEUmCZh, 6456904]
[paragraph, [300.0, 638.0, 249.0, 18.0], Ri3PEUmCZh, 6456904]
[paragraph, [52.0, 612.0, 247.0, 18.0], XS6-jaic27, 6456904]
[paragraph, [52.0, 630.0, 247.0, 18.0], XS6-jaic27, 6456904]
[paragraph, [49.0, 649.0, 250.0, 18.0], 7AAqzYvP5_, 6456904]
[paragraph, [49.0, 667.0, 250.0, 18.0], 7AAqzYvP5_, 6456904]
[paragraph, [49.0, 685.0, 250.0, 18.0], 7AAqzYvP5_, 6456904]
[paragraph, [301.0, 657.0, 252.0, 18.0], J41nPH9HuO, 6456904]
[paragraph, [301.0, 675.0, 252.0, 18.0], J41nPH9HuO, 6456904]
[paragraph, [300.0, 694.0, 247.0, 18.0], PnzJR_qHZ-, 6456904]
[paragraph, [300.0, 712.0, 247.0, 18.0], PnzJR_qHZ-, 6456904]
[folio, [47.0, 709.0, 252.0, 18.0], nz_cG6fmZY, 6456904]
[folio, [47.0, 727.0, 252.0, 18.0], nz_cG6fmZY, 6456904]
[folio, [47.0, 745.0, 252.0, 18.0], nz_cG6fmZY, 6456904]
[folio, [47.0, 763.0, 252.0, 18.0], nz_cG6fmZY, 6456904]
[folio, [47.0, 781.0, 252.0, 18.0], nz_cG6fmZY, 6456904]
[folio, [47.0, 799.0, 252.0, 18.0], nz_cG6fmZY, 6456904]
[folio, [47.0, 817.0, 252.0, 18.0], nz_cG6fmZY, 6456904]
[paragraph, [297.0, 733.0, 253.0, 18.0], bS1MC8q7ex, 6456904]
[paragraph, [297.0, 751.0, 253.0, 18.0], bS1MC8q7ex, 6456904]
[paragraph, [297.0, 769.0, 253.0, 18.0], bS1MC8q7ex, 6456904]
[folio, [296.0, 795.0, 254.0, 18.0], xSSDSPMhG0, 6456904]
[folio, [296.0, 813.0, 254.0, 18.0], xSSDSPMhG0, 6456904]
