[1275, 1650]
[folio, [53.0, 90.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[sidebar, [1416.0, 554.0, 162.0, 18.0], n-yIVPxlkf, 5764359]
[sidebar, [1416.0, 572.0, 162.0, 18.0], n-yIVPxlkf, 5764359]
[second-level-question, [810.0, 608.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 626.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 644.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 662.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 680.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 698.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 716.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 734.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 752.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 770.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 788.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 806.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 824.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 842.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 860.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 878.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 896.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[second-level-question, [810.0, 914.0, 744.0, 18.0], shoonya_0s90YJRSMSRTPP, 5764359]
[section-title, [373.0, 909.0, 129.0, 30.0], oCnrxJxsQh, 5764359]
[sidebar, [278.0, 969.0, 132.0, 18.0], DzcOJxi_qw, 5764359]
[sidebar, [278.0, 987.0, 132.0, 18.0], DzcOJxi_qw, 5764359]
[second-level-question, [72.0, 1037.0, 579.0, 18.0], BsEVTXh-Nr, 5764359]
[second-level-question, [72.0, 1055.0, 579.0, 18.0], BsEVTXh-Nr, 5764359]
[second-level-question, [72.0, 1073.0, 579.0, 18.0], BsEVTXh-Nr, 5764359]
[folio, [1185.0, 1105.0, 276.0, 18.0], 7QuaeJALQQ, 5764359]
[folio, [1185.0, 1123.0, 276.0, 18.0], 7QuaeJALQQ, 5764359]
