[792, 612]
[paragraph, [60.0, 51.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [391.0, 214.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 232.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 250.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 268.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 286.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 304.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 322.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 340.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 358.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 376.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 394.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 412.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 435.0, 159.0, 18.0], shoonya_3sZD8L31EG4D7V, 6514743]
[paragraph, [391.0, 453.0, 159.0, 18.0], shoonya_3sZD8L31EG4D7V, 6514743]
[paragraph, [391.0, 471.0, 159.0, 18.0], shoonya_3sZD8L31EG4D7V, 6514743]
[paragraph, [391.0, 489.0, 159.0, 18.0], shoonya_3sZD8L31EG4D7V, 6514743]
[paragraph, [59.0, 492.0, 161.0, 18.0], shoonya_4sTL7O8FN00H2W, 6514743]
[paragraph, [59.0, 510.0, 161.0, 18.0], shoonya_4sTL7O8FN00H2W, 6514743]
[paragraph, [59.0, 528.0, 161.0, 18.0], shoonya_4sTL7O8FN00H2W, 6514743]
[paragraph, [59.0, 546.0, 161.0, 18.0], shoonya_4sTL7O8FN00H2W, 6514743]
[paragraph, [59.0, 564.0, 161.0, 18.0], shoonya_4sTL7O8FN00H2W, 6514743]
[paragraph, [59.0, 582.0, 161.0, 18.0], shoonya_4sTL7O8FN00H2W, 6514743]
[paragraph, [59.0, 600.0, 161.0, 18.0], shoonya_4sTL7O8FN00H2W, 6514743]
[paragraph, [390.0, 517.0, 161.0, 18.0], shoonya_5s73Z7U4I1YMYX, 6514743]
[paragraph, [390.0, 535.0, 161.0, 18.0], shoonya_5s73Z7U4I1YMYX, 6514743]
[contact-info, [453.0, 580.0, 99.0, 18.0], shoonya_11sNRRSKOS339H, 6514743]
[contact-info, [453.0, 598.0, 99.0, 18.0], shoonya_11sNRRSKOS339H, 6514743]
