[792, 612]
[folio, [64.0, 32.0, 55.0, 18.0], -y9nPtFMEJ, 6516288]
[paragraph, [223.0, 400.0, 163.0, 18.0], LBb7ho-d98, 6516288]
[paragraph, [223.0, 418.0, 163.0, 18.0], LBb7ho-d98, 6516288]
[paragraph, [223.0, 436.0, 163.0, 18.0], LBb7ho-d98, 6516288]
[paragraph, [223.0, 454.0, 163.0, 18.0], LBb7ho-d98, 6516288]
[paragraph, [223.0, 472.0, 163.0, 18.0], LBb7ho-d98, 6516288]
[paragraph, [223.0, 490.0, 163.0, 18.0], LBb7ho-d98, 6516288]
[paragraph, [223.0, 508.0, 163.0, 18.0], LBb7ho-d98, 6516288]
[paragraph, [55.0, 428.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 446.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 464.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 482.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 500.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 518.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 536.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 554.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [55.0, 572.0, 161.0, 18.0], E6-3-jYgYm, 6516288]
[paragraph, [392.0, 439.0, 163.0, 18.0], VwMmpHvT9t, 6516288]
[paragraph, [392.0, 457.0, 163.0, 18.0], VwMmpHvT9t, 6516288]
[paragraph, [392.0, 475.0, 163.0, 18.0], VwMmpHvT9t, 6516288]
[paragraph, [392.0, 493.0, 163.0, 18.0], VwMmpHvT9t, 6516288]
[paragraph, [392.0, 511.0, 163.0, 18.0], VwMmpHvT9t, 6516288]
[paragraph, [392.0, 529.0, 163.0, 18.0], VwMmpHvT9t, 6516288]
[paragraph, [223.0, 531.0, 163.0, 18.0], JDk7g5gX0r, 6516288]
[paragraph, [223.0, 549.0, 163.0, 18.0], JDk7g5gX0r, 6516288]
[paragraph, [223.0, 567.0, 163.0, 18.0], JDk7g5gX0r, 6516288]
[paragraph, [394.0, 557.0, 159.0, 18.0], YbBmlaOm1E, 6516288]
[paragraph, [394.0, 575.0, 159.0, 18.0], YbBmlaOm1E, 6516288]
[sidebar, [50.0, 626.0, 167.0, 18.0], omhpVFmzHJ, 6516288]
[sidebar, [50.0, 644.0, 167.0, 18.0], omhpVFmzHJ, 6516288]
[sidebar, [50.0, 662.0, 167.0, 18.0], omhpVFmzHJ, 6516288]
[sidebar, [50.0, 680.0, 167.0, 18.0], omhpVFmzHJ, 6516288]
