[1298, 853]
[section-title, [280.0, 70.0, 286.0, 30.0], CmzLnlTB2p, 5709793]
[paragraph, [57.0, 745.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 763.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 781.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 799.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 817.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 835.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 853.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 871.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 889.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 907.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 925.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 943.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 961.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 979.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 1010.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1028.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1046.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1064.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1082.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1100.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1118.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1136.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1154.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1172.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1190.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
[paragraph, [57.0, 1208.0, 744.0, 18.0], shoonya_2s5OT5PII734L6, 5709793]
