[1823, 1375]
[headline, [552.0, 171.0, 275.0, 37.5], FkqYucOnYX, 5684316]
[paragraph, [693.0, 405.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 441.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 477.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 513.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 549.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 585.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 621.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 657.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 693.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 729.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 765.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 801.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [693.0, 837.0, 581.0, 36.0], shoonya_1sM0D0ULJO6X4F, 5684316]
[paragraph, [695.0, 902.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 938.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 974.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1010.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1046.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1082.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1118.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1154.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1190.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1226.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1262.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1298.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1334.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1370.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1406.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [695.0, 1442.0, 581.0, 36.0], shoonya_0sSOJWEHSKAGOM, 5684316]
[paragraph, [701.0, 1506.0, 574.0, 36.0], shoonya_3sARK6FMX4ENZ5, 5684316]
[paragraph, [701.0, 1542.0, 574.0, 36.0], shoonya_3sARK6FMX4ENZ5, 5684316]
[paragraph, [701.0, 1578.0, 574.0, 36.0], shoonya_3sARK6FMX4ENZ5, 5684316]
[paragraph, [701.0, 1614.0, 574.0, 36.0], shoonya_3sARK6FMX4ENZ5, 5684316]
[paragraph, [701.0, 1650.0, 574.0, 36.0], shoonya_3sARK6FMX4ENZ5, 5684316]
[paragraph, [701.0, 1686.0, 574.0, 36.0], shoonya_3sARK6FMX4ENZ5, 5684316]
