[1468, 909]
[headline, [316.0, 74.0, 268.0, 25.5], 9yTmRWnKtd, 5770581]
[paragraph, [75.0, 984.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1002.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1020.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1038.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1056.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1074.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1092.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1110.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1128.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1146.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1164.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1182.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1200.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1218.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1236.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1254.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1272.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1290.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1308.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1326.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 1344.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [464.0, 681.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 699.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 717.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 735.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 753.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 771.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 789.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 807.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 825.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 843.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 861.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 879.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 897.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 915.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 933.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 951.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 969.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 987.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1005.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1023.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1041.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1059.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1077.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1095.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1113.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1131.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1149.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1167.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1185.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [464.0, 1203.0, 365.0, 18.0], uHneDCgWjF, 5770581]
[paragraph, [482.0, 1223.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[paragraph, [482.0, 1241.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[paragraph, [482.0, 1259.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[paragraph, [482.0, 1277.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[paragraph, [482.0, 1295.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[paragraph, [482.0, 1313.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[paragraph, [482.0, 1331.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[paragraph, [482.0, 1349.0, 324.0, 18.0], yziZPxXvG-, 5770581]
[folio, [132.0, 1365.0, 47.0, 18.0], onhUDDhKDR, 5770581]
[folio, [132.0, 1383.0, 47.0, 18.0], onhUDDhKDR, 5770581]
