[1468, 909]
[headline, [330.0, 66.0, 297.0, 25.5], BHZI-Hzuhe, 5770496]
[paragraph, [460.0, 1147.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1165.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1183.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1201.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1219.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1237.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1255.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1273.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1291.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1309.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1327.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [70.0, 359.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 377.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 395.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 413.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 431.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 449.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 467.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 485.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 503.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 521.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 539.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 557.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 575.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 593.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 611.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 629.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 647.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 665.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 683.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 701.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 719.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 737.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 755.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 773.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 791.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 809.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 827.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 845.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 863.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 881.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 899.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 917.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 935.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 953.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 971.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 989.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1007.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1025.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1043.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1061.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1079.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1097.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1115.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1133.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1151.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1169.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1187.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1205.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1223.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1241.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1259.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1277.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1295.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1313.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1331.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
[paragraph, [70.0, 1349.0, 388.0, 18.0], 3jS9tEEBEq, 5770496]
