[2097, 1516]
[folio, [1150.0, 18.0, 310.0, 36.0], EUHHuTHFW9, 5712502]
[paragraph, [729.0, 1763.0, 734.0, 36.0], shoonya_3sO64T6SG0UVK4, 5712502]
[paragraph, [729.0, 1799.0, 734.0, 36.0], shoonya_3sO64T6SG0UVK4, 5712502]
[paragraph, [729.0, 1835.0, 734.0, 36.0], shoonya_3sO64T6SG0UVK4, 5712502]
[paragraph, [0.0, 1409.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1445.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1481.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1517.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1553.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1589.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1625.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1661.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1697.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1733.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1769.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1805.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1841.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [0.0, 1877.0, 738.0, 36.0], shoonya_1sAAHRQUEIYVRJ, 5712502]
[paragraph, [734.0, 1885.0, 724.0, 36.0], utc8xuNUfE, 5712502]
[paragraph, [734.0, 1921.0, 724.0, 36.0], utc8xuNUfE, 5712502]
[paragraph, [0.0, 1945.0, 732.0, 36.0], shoonya_8sZ3BDYDV8ECD4, 5712502]
[paragraph, [0.0, 1981.0, 732.0, 36.0], shoonya_8sZ3BDYDV8ECD4, 5712502]
[author, [1281.0, 1965.0, 172.0, 36.0], shoonya_4s82G3HMKT3B1S, 5712502]
