[1437, 878]
[folio, [351.0, 75.0, 150.0, 18.0], a-Qq8hvKj9, 5769995]
[paragraph, [445.0, 930.0, 358.0, 18.0], TFFciVR89D, 5769995]
[paragraph, [445.0, 948.0, 358.0, 18.0], TFFciVR89D, 5769995]
[paragraph, [445.0, 966.0, 358.0, 18.0], TFFciVR89D, 5769995]
[paragraph, [445.0, 984.0, 358.0, 18.0], TFFciVR89D, 5769995]
[paragraph, [445.0, 1002.0, 358.0, 18.0], TFFciVR89D, 5769995]
[paragraph, [443.0, 1023.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1041.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1059.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1077.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1095.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1113.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1131.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1149.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1167.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1185.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[paragraph, [443.0, 1203.0, 361.0, 18.0], Biyfoyat7Y, 5769995]
[section-title, [473.0, 1215.0, 77.0, 30.0], -cU2bf1Bed, 5769995]
[paragraph, [550.0, 1217.0, 252.0, 18.0], tDvDwUZLo-, 5769995]
[paragraph, [550.0, 1235.0, 252.0, 18.0], tDvDwUZLo-, 5769995]
[paragraph, [444.0, 1247.0, 359.0, 18.0], QidFwNhA1f, 5769995]
[paragraph, [444.0, 1265.0, 359.0, 18.0], QidFwNhA1f, 5769995]
[paragraph, [444.0, 1283.0, 359.0, 18.0], QidFwNhA1f, 5769995]
[paragraph, [444.0, 1301.0, 359.0, 18.0], QidFwNhA1f, 5769995]
[paragraph, [444.0, 1319.0, 359.0, 18.0], QidFwNhA1f, 5769995]
[paragraph, [444.0, 1337.0, 359.0, 18.0], QidFwNhA1f, 5769995]
[paragraph, [80.0, 1298.0, 358.0, 18.0], TOeQw0iSeb, 5769995]
[paragraph, [80.0, 1316.0, 358.0, 18.0], TOeQw0iSeb, 5769995]
[paragraph, [80.0, 1334.0, 358.0, 18.0], TOeQw0iSeb, 5769995]
