[2067, 1567]
[folio, [1249.0, 193.0, 129.0, 36.0], cCRELYsXS_, 5735980]
[paragraph, [188.0, 818.0, 586.0, 36.0], qEmITn2Ztt, 5735980]
[paragraph, [188.0, 854.0, 586.0, 36.0], qEmITn2Ztt, 5735980]
[paragraph, [188.0, 890.0, 586.0, 36.0], qEmITn2Ztt, 5735980]
[paragraph, [188.0, 926.0, 586.0, 36.0], qEmITn2Ztt, 5735980]
[paragraph, [188.0, 962.0, 586.0, 36.0], qEmITn2Ztt, 5735980]
[paragraph, [188.0, 998.0, 586.0, 36.0], qEmITn2Ztt, 5735980]
[sidebar, [9.0, 855.0, 147.0, 36.0], AiW32y1EGe, 5735980]
[paragraph, [786.0, 1045.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1081.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1117.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1153.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1189.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1225.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1261.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1297.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1333.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1369.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1405.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1441.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [786.0, 1477.0, 586.0, 36.0], u-NtRC2qiq, 5735980]
[paragraph, [186.0, 1051.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1087.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1123.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1159.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1195.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1231.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1267.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1303.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1339.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1375.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1411.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1447.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1483.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1519.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1555.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1591.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1627.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1663.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1699.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [186.0, 1735.0, 584.0, 36.0], arFRU_4z2b, 5735980]
[paragraph, [790.0, 1533.0, 588.0, 36.0], v1VIfCm0rA, 5735980]
[paragraph, [790.0, 1569.0, 588.0, 36.0], v1VIfCm0rA, 5735980]
[paragraph, [790.0, 1605.0, 588.0, 36.0], v1VIfCm0rA, 5735980]
[paragraph, [790.0, 1641.0, 588.0, 36.0], v1VIfCm0rA, 5735980]
[paragraph, [790.0, 1677.0, 588.0, 36.0], v1VIfCm0rA, 5735980]
[paragraph, [790.0, 1713.0, 588.0, 36.0], v1VIfCm0rA, 5735980]
[paragraph, [790.0, 1749.0, 588.0, 36.0], v1VIfCm0rA, 5735980]
[folio, [1139.0, 1826.0, 233.0, 36.0], LLKTI2D68s, 5735980]
