[1275, 1650]
[folio, [172.0, 115.0, 610.0, 18.0], shoonya_2s4KM0WZK28OYL, 5764420]
[second-level-question, [72.0, 863.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 881.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 899.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 917.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 935.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 953.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 971.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 989.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 1007.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[second-level-question, [72.0, 1025.0, 711.0, 18.0], lRk4nGwIeM, 5764420]
[folio, [1235.0, 1103.0, 241.0, 18.0], 60l0ZL7eQg, 5764420]
