[1447, 1093]
[section-title, [123.0, 79.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[paragraph, [629.0, 601.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 619.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 637.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 655.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 673.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 691.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 709.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 727.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 745.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [629.0, 763.0, 334.0, 18.0], yjG1wMw85T, 5715268]
[paragraph, [617.0, 795.0, 373.0, 18.0], 33LNFKBvwi, 5715268]
[paragraph, [617.0, 813.0, 373.0, 18.0], 33LNFKBvwi, 5715268]
[paragraph, [617.0, 831.0, 373.0, 18.0], 33LNFKBvwi, 5715268]
[paragraph, [617.0, 849.0, 373.0, 18.0], 33LNFKBvwi, 5715268]
[paragraph, [125.0, 1127.0, 396.0, 18.0], shoonya_5sZXLM807F2NJL, 5715268]
[paragraph, [125.0, 1145.0, 396.0, 18.0], shoonya_5sZXLM807F2NJL, 5715268]
