[1806, 1262]
[folio, [163.0, 101.0, 503.0, 36.0], shoonya_3sXJ07QKBHBCYO, 5680861]
[paragraph, [99.0, 978.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1014.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1050.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1086.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1122.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1158.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1194.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1230.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1266.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1302.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1338.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1374.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1410.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1446.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1482.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1518.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1554.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1590.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1626.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [99.0, 1662.0, 507.0, 36.0], shoonya_2s3UHDFUYH0PDK, 5680861]
[paragraph, [667.0, 1198.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [667.0, 1234.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [667.0, 1270.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [667.0, 1306.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [667.0, 1342.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [667.0, 1378.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [667.0, 1414.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [667.0, 1450.0, 498.0, 36.0], VXCrGRPTs6, 5680861]
[paragraph, [668.0, 1526.0, 492.0, 36.0], rzVexgGhhv, 5680861]
[paragraph, [668.0, 1562.0, 492.0, 36.0], rzVexgGhhv, 5680861]
[paragraph, [668.0, 1598.0, 492.0, 36.0], rzVexgGhhv, 5680861]
[paragraph, [668.0, 1634.0, 492.0, 36.0], rzVexgGhhv, 5680861]
[paragraph, [668.0, 1670.0, 492.0, 36.0], rzVexgGhhv, 5680861]
