[1806, 1262]
[folio, [625.0, 101.0, 472.0, 36.0], shoonya_7sB6PXEADSKQ0S, 5680533]
[paragraph, [661.0, 1418.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [661.0, 1454.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [661.0, 1490.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [661.0, 1526.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [661.0, 1562.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [661.0, 1598.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [661.0, 1634.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [661.0, 1670.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
[paragraph, [96.0, 1479.0, 498.0, 36.0], shoonya_3s8AJANQMJ90KH, 5680533]
[paragraph, [96.0, 1515.0, 498.0, 36.0], shoonya_3s8AJANQMJ90KH, 5680533]
[paragraph, [96.0, 1551.0, 498.0, 36.0], shoonya_3s8AJANQMJ90KH, 5680533]
[paragraph, [96.0, 1587.0, 498.0, 36.0], shoonya_3s8AJANQMJ90KH, 5680533]
[paragraph, [96.0, 1623.0, 498.0, 36.0], shoonya_3s8AJANQMJ90KH, 5680533]
[paragraph, [96.0, 1659.0, 498.0, 36.0], shoonya_3s8AJANQMJ90KH, 5680533]
