[792, 612]
[paragraph, [94.0, 74.0, 453.0, 18.0], shoonya_2sRN8CVKO0FZWW, 5717684]
[sub-ordered-list, [83.0, 330.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 348.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 366.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 384.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 402.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 420.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 438.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 456.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 474.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 492.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 510.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 528.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 546.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 564.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 582.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 600.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 618.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 636.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[subsub-ordered-list, [110.0, 410.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 428.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 446.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 464.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 482.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 500.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 518.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 536.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 554.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 572.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 590.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 608.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
[subsub-ordered-list, [110.0, 626.0, 422.0, 18.0], 8D9yAL7wIa, 5717684]
