[1725, 1313]
[headline, [312.0, 165.0, 703.0, 37.5], shoonya_0sF74FTAHXGRON, 5772062]
[paragraph, [661.0, 799.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 835.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 871.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 907.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 943.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 979.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 1015.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 1051.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 1087.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 1123.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 1159.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [661.0, 1195.0, 540.0, 36.0], shoonya_4sINJ4LFF19D9P, 5772062]
[paragraph, [112.0, 802.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 838.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 874.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 910.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 946.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 982.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 1018.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 1054.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 1090.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 1126.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[paragraph, [112.0, 1162.0, 542.0, 36.0], jCnfNUsQWA, 5772062]
[section-title, [185.0, 1204.0, 382.0, 49.5], uiZ9yOkxKX, 5772062]
[section-title, [718.0, 1266.0, 410.0, 49.5], shoonya_9sE6RU08NWKNAY, 5772062]
[paragraph, [116.0, 1287.0, 535.0, 36.0], shoonya_7sNSLBLAQTF72M, 5772062]
[paragraph, [116.0, 1323.0, 535.0, 36.0], shoonya_7sNSLBLAQTF72M, 5772062]
[paragraph, [116.0, 1359.0, 535.0, 36.0], shoonya_7sNSLBLAQTF72M, 5772062]
[paragraph, [116.0, 1395.0, 535.0, 36.0], shoonya_7sNSLBLAQTF72M, 5772062]
[paragraph, [116.0, 1431.0, 535.0, 36.0], shoonya_7sNSLBLAQTF72M, 5772062]
[paragraph, [116.0, 1467.0, 535.0, 36.0], shoonya_7sNSLBLAQTF72M, 5772062]
[paragraph, [116.0, 1503.0, 535.0, 36.0], shoonya_7sNSLBLAQTF72M, 5772062]
[paragraph, [660.0, 1369.0, 541.0, 36.0], shoonya_8sIZ8BVJ1VSDQA, 5772062]
[paragraph, [660.0, 1405.0, 541.0, 36.0], shoonya_8sIZ8BVJ1VSDQA, 5772062]
[paragraph, [660.0, 1441.0, 541.0, 36.0], shoonya_8sIZ8BVJ1VSDQA, 5772062]
[paragraph, [660.0, 1477.0, 541.0, 36.0], shoonya_8sIZ8BVJ1VSDQA, 5772062]
[paragraph, [660.0, 1513.0, 541.0, 36.0], shoonya_8sIZ8BVJ1VSDQA, 5772062]
[folio, [576.0, 1576.0, 161.0, 36.0], shoonya_10sP4CJ3DZYP49, 5772062]
