[1388, 886]
[folio, [23.0, 53.0, 170.0, 18.0], JC72mhItz-, 5742672]
[paragraph, [456.0, 1011.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 1029.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 1047.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 1065.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 1083.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 1101.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [36.0, 898.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 916.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 934.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 952.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 970.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 988.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1006.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1024.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1042.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1060.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1078.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1096.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1114.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1132.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1150.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1168.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1186.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1204.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1222.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1240.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1258.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1276.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [36.0, 1294.0, 406.0, 18.0], tU_z25-XqV, 5742672]
[paragraph, [462.0, 1139.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1157.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1175.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1193.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1211.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1229.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1247.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1265.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1283.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[paragraph, [462.0, 1301.0, 399.0, 18.0], V8YN05ppdK, 5742672]
[footnote, [570.0, 1351.0, 259.0, 18.0], ecm9CsFLzZ, 5742672]
