[3968, 2806]
[paragraph, [239.0, 400.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [1398.0, 1660.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1713.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1765.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1818.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1870.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1923.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1975.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [241.0, 1320.0, 1100.0, 52.5], shoonya_5sKXOTBTBPIPRE, 5684189]
[paragraph, [241.0, 1372.5, 1100.0, 52.5], shoonya_5sKXOTBTBPIPRE, 5684189]
[paragraph, [241.0, 1425.0, 1100.0, 52.5], shoonya_5sKXOTBTBPIPRE, 5684189]
[paragraph, [241.0, 1477.5, 1100.0, 52.5], shoonya_5sKXOTBTBPIPRE, 5684189]
[paragraph, [252.0, 1603.0, 1085.0, 52.5], shoonya_8sJSDHCS40276U, 5684189]
[paragraph, [252.0, 1655.5, 1085.0, 52.5], shoonya_8sJSDHCS40276U, 5684189]
[paragraph, [252.0, 1708.0, 1085.0, 52.5], shoonya_8sJSDHCS40276U, 5684189]
[paragraph, [252.0, 1760.5, 1085.0, 52.5], shoonya_8sJSDHCS40276U, 5684189]
[paragraph, [252.0, 1813.0, 1085.0, 52.5], shoonya_8sJSDHCS40276U, 5684189]
[paragraph, [252.0, 1865.5, 1085.0, 52.5], shoonya_8sJSDHCS40276U, 5684189]
[paragraph, [252.0, 1918.0, 1085.0, 52.5], shoonya_8sJSDHCS40276U, 5684189]
[paragraph, [248.0, 2061.0, 1089.0, 52.5], shoonya_6sTEYFJSZI2XWW, 5684189]
[paragraph, [248.0, 2113.5, 1089.0, 52.5], shoonya_6sTEYFJSZI2XWW, 5684189]
[paragraph, [248.0, 2166.0, 1089.0, 52.5], shoonya_6sTEYFJSZI2XWW, 5684189]
[paragraph, [248.0, 2218.5, 1089.0, 52.5], shoonya_6sTEYFJSZI2XWW, 5684189]
[paragraph, [248.0, 2271.0, 1089.0, 52.5], shoonya_6sTEYFJSZI2XWW, 5684189]
[paragraph, [248.0, 2323.5, 1089.0, 52.5], shoonya_6sTEYFJSZI2XWW, 5684189]
[paragraph, [1397.0, 2131.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2183.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2236.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2288.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2341.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2393.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2446.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2498.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2551.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2603.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2656.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2708.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2761.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2813.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2866.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2918.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 2971.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 3023.5, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [1397.0, 3076.0, 1228.0, 52.5], shoonya_2sNT79PUS5997R, 5684189]
[paragraph, [253.0, 2437.0, 1084.0, 52.5], shoonya_7s1KR6LK6Y2W8A, 5684189]
[paragraph, [253.0, 2489.5, 1084.0, 52.5], shoonya_7s1KR6LK6Y2W8A, 5684189]
[paragraph, [253.0, 2542.0, 1084.0, 52.5], shoonya_7s1KR6LK6Y2W8A, 5684189]
[paragraph, [253.0, 2594.5, 1084.0, 52.5], shoonya_7s1KR6LK6Y2W8A, 5684189]
[paragraph, [253.0, 2647.0, 1084.0, 52.5], shoonya_7s1KR6LK6Y2W8A, 5684189]
[paragraph, [253.0, 2699.5, 1084.0, 52.5], shoonya_7s1KR6LK6Y2W8A, 5684189]
[paragraph, [238.0, 2790.0, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 2842.5, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 2895.0, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 2947.5, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3000.0, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3052.5, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3105.0, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3157.5, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3210.0, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3262.5, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3315.0, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3367.5, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [238.0, 3420.0, 1097.0, 52.5], shoonya_4sGMDBWCB6M58P, 5684189]
[paragraph, [1389.0, 3186.0, 1226.0, 52.5], shoonya_10sCJT97SDGQNX, 5684189]
[paragraph, [1389.0, 3238.5, 1226.0, 52.5], shoonya_10sCJT97SDGQNX, 5684189]
[paragraph, [1389.0, 3291.0, 1226.0, 52.5], shoonya_10sCJT97SDGQNX, 5684189]
[paragraph, [1389.0, 3343.5, 1226.0, 52.5], shoonya_10sCJT97SDGQNX, 5684189]
[paragraph, [1389.0, 3396.0, 1226.0, 52.5], shoonya_10sCJT97SDGQNX, 5684189]
[paragraph, [1389.0, 3448.5, 1226.0, 52.5], shoonya_10sCJT97SDGQNX, 5684189]
[folio, [266.0, 3806.0, 721.0, 52.5], vP9Jo3zOBz, 5684189]
[folio, [266.0, 3858.5, 721.0, 52.5], vP9Jo3zOBz, 5684189]
