[1298, 853]
[section-title, [364.0, 68.0, 117.0, 30.0], ibsGr4UvwG, 5710099]
[paragraph, [68.0, 708.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 726.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 744.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 762.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 780.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 798.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [71.0, 833.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 851.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 869.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 887.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 905.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 923.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 941.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 959.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 977.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 995.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 1013.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 1031.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 1049.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 1067.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [71.0, 1085.0, 712.0, 18.0], shoonya_0sAUKQ3M6BX0Y7, 5710099]
[paragraph, [75.0, 1114.0, 708.0, 18.0], R1nNeTABfX, 5710099]
[paragraph, [75.0, 1132.0, 708.0, 18.0], R1nNeTABfX, 5710099]
[paragraph, [75.0, 1150.0, 708.0, 18.0], R1nNeTABfX, 5710099]
[paragraph, [75.0, 1168.0, 708.0, 18.0], R1nNeTABfX, 5710099]
[folio, [687.0, 1196.0, 33.0, 18.0], shoonya_2s17HCD7EBXPBJ, 5710099]
