[2067, 1567]
[folio, [1204.0, 194.0, 167.0, 36.0], shoonya_10s2OXW8ERCXDL, 5736162]
[paragraph, [791.0, 324.0, 580.0, 36.0], shoonya_1s3SPEF4GZAVUO, 5736162]
[paragraph, [791.0, 360.0, 580.0, 36.0], shoonya_1s3SPEF4GZAVUO, 5736162]
[paragraph, [791.0, 396.0, 580.0, 36.0], shoonya_1s3SPEF4GZAVUO, 5736162]
[paragraph, [791.0, 432.0, 580.0, 36.0], shoonya_1s3SPEF4GZAVUO, 5736162]
[paragraph, [791.0, 468.0, 580.0, 36.0], shoonya_1s3SPEF4GZAVUO, 5736162]
[paragraph, [791.0, 504.0, 580.0, 36.0], shoonya_1s3SPEF4GZAVUO, 5736162]
[paragraph, [792.0, 564.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 600.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 636.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 672.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 708.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 744.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 780.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 816.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 852.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 888.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 924.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 960.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 996.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 1032.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 1068.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 1104.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [792.0, 1140.0, 577.0, 36.0], shoonya_0sMQQJS5BDZPK9, 5736162]
[paragraph, [192.0, 1007.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1043.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1079.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1115.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1151.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1187.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1223.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1259.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1295.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1331.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1367.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1403.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1439.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1475.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1511.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1547.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1583.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1619.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1655.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1691.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1727.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[paragraph, [192.0, 1763.0, 580.0, 36.0], shoonya_3s1A7UK87I0PZI, 5736162]
[sidebar, [1410.0, 1139.0, 142.0, 36.0], shoonya_7sLKHAKM6XPX61, 5736162]
[paragraph, [789.0, 1183.0, 582.0, 36.0], shoonya_5sAENQFWENO2FN, 5736162]
[paragraph, [789.0, 1219.0, 582.0, 36.0], shoonya_5sAENQFWENO2FN, 5736162]
[paragraph, [789.0, 1255.0, 582.0, 36.0], shoonya_5sAENQFWENO2FN, 5736162]
[paragraph, [789.0, 1291.0, 582.0, 36.0], shoonya_5sAENQFWENO2FN, 5736162]
[paragraph, [789.0, 1327.0, 582.0, 36.0], shoonya_5sAENQFWENO2FN, 5736162]
[paragraph, [789.0, 1363.0, 582.0, 36.0], shoonya_5sAENQFWENO2FN, 5736162]
[paragraph, [791.0, 1404.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1440.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1476.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1512.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1548.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1584.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1620.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1656.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1692.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1728.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[paragraph, [791.0, 1764.0, 582.0, 36.0], shoonya_4sUXIVHHEF3VMN, 5736162]
[folio, [190.0, 1823.0, 232.0, 36.0], shoonya_9s0KCL5WMNK7YE, 5736162]
