[2339, 1656]
[dateline, [1060.0, 31.0, 531.0, 64.5], peRsTwX_7Y, 5656738]
[paragraph, [843.0, 1568.0, 706.0, 36.0], shoonya_1sNNEBG65QUHVO, 5656738]
[paragraph, [843.0, 1604.0, 706.0, 36.0], shoonya_1sNNEBG65QUHVO, 5656738]
[paragraph, [843.0, 1640.0, 706.0, 36.0], shoonya_1sNNEBG65QUHVO, 5656738]
[paragraph, [843.0, 1676.0, 706.0, 36.0], shoonya_1sNNEBG65QUHVO, 5656738]
[figure-caption, [132.0, 1404.0, 634.0, 36.0], 1HIY0zSwdK, 5656738]
[figure-caption, [132.0, 1440.0, 634.0, 36.0], 1HIY0zSwdK, 5656738]
[paragraph, [96.0, 1527.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1563.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1599.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1635.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1671.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1707.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1743.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1779.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1815.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1851.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1887.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1923.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1959.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 1995.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 2031.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 2067.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 2103.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [96.0, 2139.0, 703.0, 36.0], shoonya_2sKSLXZ5K6PY76, 5656738]
[paragraph, [841.0, 1737.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 1773.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 1809.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 1845.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 1881.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 1917.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 1953.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 1989.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 2025.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 2061.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 2097.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
[paragraph, [841.0, 2133.0, 711.0, 36.0], shoonya_4s6W8NJKSN4HGC, 5656738]
