[872, 605]
[folio, [38.0, 23.0, 80.0, 18.0], NMDU1PEh-L, 6456991]
[paragraph, [302.0, 538.0, 267.0, 18.0], iaJIE6K9PL, 6456991]
[paragraph, [302.0, 556.0, 267.0, 18.0], iaJIE6K9PL, 6456991]
[paragraph, [302.0, 574.0, 267.0, 18.0], iaJIE6K9PL, 6456991]
[paragraph, [302.0, 592.0, 267.0, 18.0], iaJIE6K9PL, 6456991]
[paragraph, [302.0, 610.0, 267.0, 18.0], iaJIE6K9PL, 6456991]
[paragraph, [36.0, 473.0, 271.0, 18.0], bjNaO56P70, 6456991]
[paragraph, [29.0, 506.0, 271.0, 18.0], ZlnDkjhtIk, 6456991]
[paragraph, [29.0, 524.0, 271.0, 18.0], ZlnDkjhtIk, 6456991]
[paragraph, [29.0, 542.0, 271.0, 18.0], ZlnDkjhtIk, 6456991]
[paragraph, [29.0, 560.0, 271.0, 18.0], ZlnDkjhtIk, 6456991]
[paragraph, [50.0, 608.0, 182.0, 18.0], 2ykkv7nQPe, 6456991]
[paragraph, [30.0, 643.0, 269.0, 18.0], VnkZ80xH-8, 6456991]
[paragraph, [305.0, 658.0, 232.0, 18.0], eGRkRct9Ze, 6456991]
[paragraph, [35.0, 661.0, 268.0, 18.0], f9qqlhQcsQ, 6456991]
[paragraph, [35.0, 679.0, 268.0, 18.0], f9qqlhQcsQ, 6456991]
[paragraph, [38.0, 696.0, 266.0, 18.0], ERQeq99syy, 6456991]
[paragraph, [38.0, 714.0, 266.0, 18.0], ERQeq99syy, 6456991]
[paragraph, [306.0, 697.0, 261.0, 18.0], znGImWt_nM, 6456991]
[paragraph, [306.0, 715.0, 261.0, 18.0], znGImWt_nM, 6456991]
[paragraph, [306.0, 733.0, 261.0, 18.0], znGImWt_nM, 6456991]
[paragraph, [306.0, 751.0, 261.0, 18.0], znGImWt_nM, 6456991]
[footnote, [37.0, 738.0, 268.0, 18.0], s3b2EtRW-p, 6456991]
[footnote, [37.0, 756.0, 268.0, 18.0], s3b2EtRW-p, 6456991]
[footnote, [37.0, 774.0, 268.0, 18.0], s3b2EtRW-p, 6456991]
[footnote, [37.0, 792.0, 268.0, 18.0], s3b2EtRW-p, 6456991]
[footnote, [313.0, 789.0, 260.0, 18.0], 2cJmDIR1fJ, 6456991]
[footnote, [313.0, 807.0, 260.0, 18.0], 2cJmDIR1fJ, 6456991]
