[2339, 1654]
[folio, [120.0, 94.0, 500.0, 36.0], shoonya_4s5YTB372B20UX, 5750365]
[paragraph, [265.0, 982.0, 1160.0, 36.0], shoonya_2s768GP6G8G0QP, 5750365]
[reference, [1043.0, 1061.0, 370.0, 36.0], shoonya_3sE91F9QF7WQU9, 5750365]
[paragraph, [125.0, 1125.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1161.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1197.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1233.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1269.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1305.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1341.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1377.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1413.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1449.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1485.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1521.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1557.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1593.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1629.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1665.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1701.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1737.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1773.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1809.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1845.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1881.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1917.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1953.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 1989.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 2025.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 2061.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 2097.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 2133.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [125.0, 2169.0, 1463.0, 36.0], shoonya_0sTZN9W7GISO02, 5750365]
[paragraph, [247.0, 2212.0, 1210.0, 36.0], CZN9ahJi3e, 5750365]
