[1447, 1063]
[folio, [415.0, 51.0, 203.0, 18.0], YsspgoLBv1, 5763189]
[paragraph, [535.0, 1138.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1156.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1174.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1192.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1210.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1228.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1246.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1264.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1282.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1300.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1318.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[section-title, [90.0, 1241.0, 225.0, 30.0], NSNKsNlfy1, 5763189]
[paragraph, [93.0, 1285.0, 434.0, 18.0], shoonya_5sLNLJW1OJXC5X, 5763189]
[paragraph, [93.0, 1303.0, 434.0, 18.0], shoonya_5sLNLJW1OJXC5X, 5763189]
[paragraph, [93.0, 1321.0, 434.0, 18.0], shoonya_5sLNLJW1OJXC5X, 5763189]
