[1326, 829]
[folio, [349.0, 64.0, 171.0, 18.0], b_WbYUGWsh, 5770515]
[ordered-list, [415.0, 934.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 952.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 970.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 988.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1006.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1024.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1042.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1060.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1078.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1096.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1114.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1132.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1150.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1168.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1186.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1204.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1222.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 1240.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[paragraph, [69.0, 683.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 701.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 719.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 737.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 755.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 773.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 791.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 809.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 827.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 845.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 863.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 881.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 899.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 917.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 935.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 953.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 971.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 989.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1007.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1025.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1043.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1061.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1079.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1097.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1115.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1133.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1151.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1169.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1187.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1205.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1223.0, 342.0, 18.0], Wkj_894zV0, 5770515]
[paragraph, [69.0, 1241.0, 342.0, 18.0], Wkj_894zV0, 5770515]
