[872, 605]
[folio, [476.0, 29.0, 68.0, 18.0], VMgQjVY7BV, 6456850]
[paragraph, [302.0, 383.0, 246.0, 18.0], 3w9h5zHQeY, 6456850]
[paragraph, [329.0, 417.0, 222.0, 18.0], aTHxKul7eM, 6456850]
[paragraph, [329.0, 435.0, 222.0, 18.0], aTHxKul7eM, 6456850]
[paragraph, [329.0, 453.0, 222.0, 18.0], aTHxKul7eM, 6456850]
[paragraph, [329.0, 471.0, 222.0, 18.0], aTHxKul7eM, 6456850]
[paragraph, [330.0, 493.0, 191.0, 18.0], RdxQcCC7bR, 6456850]
[paragraph, [330.0, 511.0, 191.0, 18.0], RdxQcCC7bR, 6456850]
[paragraph, [330.0, 529.0, 191.0, 18.0], RdxQcCC7bR, 6456850]
[paragraph, [330.0, 547.0, 191.0, 18.0], RdxQcCC7bR, 6456850]
[paragraph, [51.0, 494.0, 240.0, 18.0], 7010X5AeGk, 6456850]
[paragraph, [50.0, 516.0, 249.0, 18.0], V7R379HWYD, 6456850]
[paragraph, [50.0, 534.0, 249.0, 18.0], V7R379HWYD, 6456850]
[paragraph, [326.0, 568.0, 220.0, 18.0], y7bbuyx6Ry, 6456850]
[paragraph, [326.0, 586.0, 220.0, 18.0], y7bbuyx6Ry, 6456850]
[paragraph, [326.0, 604.0, 220.0, 18.0], y7bbuyx6Ry, 6456850]
[paragraph, [326.0, 622.0, 220.0, 18.0], y7bbuyx6Ry, 6456850]
[paragraph, [54.0, 569.0, 246.0, 18.0], vUtoGoVW4b, 6456850]
[paragraph, [54.0, 587.0, 246.0, 18.0], vUtoGoVW4b, 6456850]
[paragraph, [54.0, 605.0, 246.0, 18.0], vUtoGoVW4b, 6456850]
[paragraph, [53.0, 627.0, 249.0, 18.0], 2s_dS47y09, 6456850]
[paragraph, [53.0, 645.0, 249.0, 18.0], 2s_dS47y09, 6456850]
[paragraph, [332.0, 640.0, 194.0, 18.0], O34_DCHuE2, 6456850]
[paragraph, [332.0, 658.0, 194.0, 18.0], O34_DCHuE2, 6456850]
[paragraph, [332.0, 676.0, 194.0, 18.0], O34_DCHuE2, 6456850]
[paragraph, [332.0, 694.0, 194.0, 18.0], O34_DCHuE2, 6456850]
[paragraph, [60.0, 667.0, 242.0, 18.0], 2XlcixhCUc, 6456850]
[paragraph, [60.0, 685.0, 242.0, 18.0], 2XlcixhCUc, 6456850]
[paragraph, [60.0, 703.0, 242.0, 18.0], 2XlcixhCUc, 6456850]
[paragraph, [60.0, 721.0, 242.0, 18.0], 2XlcixhCUc, 6456850]
[paragraph, [60.0, 739.0, 242.0, 18.0], 2XlcixhCUc, 6456850]
[paragraph, [303.0, 713.0, 249.0, 18.0], r3u0vP2qn8, 6456850]
[paragraph, [303.0, 731.0, 249.0, 18.0], r3u0vP2qn8, 6456850]
[reference, [50.0, 760.0, 249.0, 18.0], TxRpNOE-uM, 6456850]
[reference, [50.0, 778.0, 249.0, 18.0], TxRpNOE-uM, 6456850]
[reference, [50.0, 796.0, 249.0, 18.0], TxRpNOE-uM, 6456850]
[reference, [50.0, 814.0, 249.0, 18.0], TxRpNOE-uM, 6456850]
[reference, [306.0, 762.0, 244.0, 18.0], F_E-15tcsM, 6456850]
[reference, [306.0, 780.0, 244.0, 18.0], F_E-15tcsM, 6456850]
[reference, [306.0, 798.0, 244.0, 18.0], F_E-15tcsM, 6456850]
[reference, [306.0, 816.0, 244.0, 18.0], F_E-15tcsM, 6456850]
