[2200, 1700]
[folio, [663.0, 59.0, 373.0, 36.0], shoonya_2sFGFQEL2YR750, 5739074]
[reference, [182.0, 1440.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1476.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1512.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1548.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1584.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1620.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1656.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1692.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1728.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1764.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1800.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1836.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1872.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[reference, [182.0, 1908.0, 1313.0, 36.0], shoonya_0sO3OJ2IUMSFYZ, 5739074]
[website-link, [310.0, 378.0, 591.0, 18.0], AWpmRSseqM, 5739074]
[website-link, [310.0, 396.0, 591.0, 18.0], AWpmRSseqM, 5739074]
[website-link, [843.0, 1290.0, 527.0, 18.0], WPFZ7sN5bp, 5739074]
[website-link, [843.0, 1308.0, 527.0, 18.0], WPFZ7sN5bp, 5739074]
[website-link, [272.0, 1333.0, 1189.0, 18.0], 5RuJ9Qs9LU, 5739074]
[website-link, [272.0, 1351.0, 1189.0, 18.0], 5RuJ9Qs9LU, 5739074]
[website-link, [285.0, 1659.0, 626.0, 18.0], KYPymFJzRK, 5739074]
[website-link, [285.0, 1677.0, 626.0, 18.0], KYPymFJzRK, 5739074]
[website-link, [462.0, 1760.0, 641.0, 18.0], caxC0Yj8Vi, 5739074]
[website-link, [351.0, 1853.0, 654.0, 18.0], gg0UW-jTxh, 5739074]
[website-link, [275.0, 1896.0, 1023.0, 18.0], afkijhjNu_, 5739074]
[website-link, [275.0, 1914.0, 1023.0, 18.0], afkijhjNu_, 5739074]
