[792, 612]
[paragraph, [59.0, 52.0, 160.0, 18.0], shoonya_0sEU8DXIOMGWLM, 6514135]
[paragraph, [226.0, 538.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 556.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 574.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 592.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 610.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 628.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 646.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 664.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 682.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [61.0, 570.0, 158.0, 18.0], shoonya_15sQ55Y94KVCM3, 6514135]
[paragraph, [61.0, 588.0, 158.0, 18.0], shoonya_15sQ55Y94KVCM3, 6514135]
[paragraph, [61.0, 606.0, 158.0, 18.0], shoonya_15sQ55Y94KVCM3, 6514135]
[paragraph, [61.0, 624.0, 158.0, 18.0], shoonya_15sQ55Y94KVCM3, 6514135]
[paragraph, [61.0, 642.0, 158.0, 18.0], shoonya_15sQ55Y94KVCM3, 6514135]
[paragraph, [62.0, 676.0, 158.0, 18.0], I7FldENCTv, 6514135]
[paragraph, [62.0, 694.0, 158.0, 18.0], I7FldENCTv, 6514135]
