[1320, 1176]
[folio, [938.0, 72.0, 167.0, 18.0], fX6hepKeTL, 5694132]
[paragraph, [424.0, 999.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1017.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1035.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1053.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1071.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1089.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1107.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1125.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 1143.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [763.0, 910.0, 318.0, 18.0], rtgTHT1Grl, 5694132]
[paragraph, [763.0, 928.0, 318.0, 18.0], rtgTHT1Grl, 5694132]
[paragraph, [763.0, 946.0, 318.0, 18.0], rtgTHT1Grl, 5694132]
[paragraph, [763.0, 964.0, 318.0, 18.0], rtgTHT1Grl, 5694132]
[paragraph, [763.0, 982.0, 318.0, 18.0], rtgTHT1Grl, 5694132]
[paragraph, [763.0, 1000.0, 318.0, 18.0], rtgTHT1Grl, 5694132]
[sub-section-title, [762.0, 1018.0, 149.0, 25.5], 7he-pzkp1A, 5694132]
[paragraph, [759.0, 1047.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1065.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1083.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1101.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1119.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1137.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1155.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1173.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1191.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [759.0, 1209.0, 332.0, 18.0], DuHArVaFfl, 5694132]
[paragraph, [422.0, 1187.0, 332.0, 18.0], qbnYLAYqXJ, 5694132]
[paragraph, [422.0, 1205.0, 332.0, 18.0], qbnYLAYqXJ, 5694132]
[paragraph, [422.0, 1223.0, 332.0, 18.0], qbnYLAYqXJ, 5694132]
[paragraph, [422.0, 1241.0, 332.0, 18.0], qbnYLAYqXJ, 5694132]
