[794, 624]
[paragraph, [32.0, 32.0, 190.0, 18.0], r27oIEe4Ig, 5712392]
[paragraph, [406.0, 179.0, 185.0, 18.0], o_qawZCp3_, 5712392]
[paragraph, [406.0, 197.0, 185.0, 18.0], o_qawZCp3_, 5712392]
[paragraph, [406.0, 215.0, 185.0, 18.0], o_qawZCp3_, 5712392]
[paragraph, [405.0, 236.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 254.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 272.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 290.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 308.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 326.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 344.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 362.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [405.0, 380.0, 186.0, 18.0], M9bXwJMHQL, 5712392]
[paragraph, [223.0, 254.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 272.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 290.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 308.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 326.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 344.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 362.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 380.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 398.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 416.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [223.0, 434.0, 180.0, 18.0], BXyru6E5aD, 5712392]
[paragraph, [32.0, 310.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 328.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 346.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 364.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 382.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 400.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 418.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 436.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 454.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 472.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 490.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 508.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 526.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 544.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[paragraph, [32.0, 562.0, 186.0, 18.0], g16w4SYm6C, 5712392]
[author, [438.0, 402.0, 100.0, 18.0], mKfSRhcu5s, 5712392]
[contact-info, [410.0, 412.0, 178.0, 18.0], FKwzE30ZDy, 5712392]
[contact-info, [410.0, 430.0, 178.0, 18.0], FKwzE30ZDy, 5712392]
[section-title, [237.0, 459.0, 157.0, 30.0], EMwxphPM57, 5712392]
[paragraph, [227.0, 502.0, 138.0, 18.0], 5WPBwIlphw, 5712392]
[paragraph, [227.0, 520.0, 138.0, 18.0], 5WPBwIlphw, 5712392]
[paragraph, [227.0, 538.0, 138.0, 18.0], 5WPBwIlphw, 5712392]
[paragraph, [388.0, 504.0, 148.0, 18.0], 9RPdY4Pfg_, 5712392]
[paragraph, [388.0, 522.0, 148.0, 18.0], 9RPdY4Pfg_, 5712392]
[paragraph, [388.0, 540.0, 148.0, 18.0], 9RPdY4Pfg_, 5712392]
[paragraph, [388.0, 558.0, 148.0, 18.0], 9RPdY4Pfg_, 5712392]
[paragraph, [243.0, 564.0, 106.0, 18.0], Zw69bU90Ym, 5712392]
[paragraph, [243.0, 582.0, 106.0, 18.0], Zw69bU90Ym, 5712392]
[paragraph, [405.0, 592.0, 112.0, 18.0], vrPYDjeYp6, 5712392]
[paragraph, [405.0, 610.0, 112.0, 18.0], vrPYDjeYp6, 5712392]
[paragraph, [405.0, 628.0, 112.0, 18.0], vrPYDjeYp6, 5712392]
[paragraph, [34.0, 598.0, 187.0, 18.0], 8lwGWOhHN8, 5712392]
[paragraph, [34.0, 616.0, 187.0, 18.0], 8lwGWOhHN8, 5712392]
[paragraph, [34.0, 634.0, 187.0, 18.0], 8lwGWOhHN8, 5712392]
[paragraph, [34.0, 652.0, 187.0, 18.0], 8lwGWOhHN8, 5712392]
[paragraph, [34.0, 670.0, 187.0, 18.0], 8lwGWOhHN8, 5712392]
[paragraph, [34.0, 688.0, 187.0, 18.0], 8lwGWOhHN8, 5712392]
[paragraph, [34.0, 706.0, 187.0, 18.0], 8lwGWOhHN8, 5712392]
[paragraph, [231.0, 619.0, 163.0, 18.0], 6OezByh9jb, 5712392]
[paragraph, [231.0, 637.0, 163.0, 18.0], 6OezByh9jb, 5712392]
[author, [426.0, 664.0, 96.0, 18.0], MQv5u36TPt, 5712392]
[paragraph, [244.0, 672.0, 116.0, 18.0], wUrn3Q5__E, 5712392]
[paragraph, [244.0, 690.0, 116.0, 18.0], wUrn3Q5__E, 5712392]
[paragraph, [244.0, 708.0, 116.0, 18.0], wUrn3Q5__E, 5712392]
[contact-info, [391.0, 681.0, 160.0, 18.0], q9sNALahh0, 5712392]
[contact-info, [391.0, 699.0, 160.0, 18.0], q9sNALahh0, 5712392]
