[1298, 853]
[section-title, [297.0, 68.0, 274.0, 30.0], shoonya_1s6A2PGN1KGFMY, 5709648]
[paragraph, [53.0, 671.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [57.0, 696.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 714.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 732.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 750.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 768.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 786.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 804.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 822.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 840.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 858.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 876.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 894.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 912.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 930.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 948.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 966.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 984.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1002.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1020.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1038.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1056.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1074.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1092.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1110.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1128.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1146.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1164.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1182.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1200.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
[paragraph, [57.0, 1218.0, 738.0, 18.0], AWSscgBJ7e, 5709648]
