[2339, 1656]
[paragraph, [806.0, 98.0, 652.0, 36.0], shoonya_12sTC0YCTHBKMM, 5750240]
[paragraph, [801.0, 1035.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1071.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1107.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1143.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1179.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1215.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1251.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1287.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1323.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1359.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [801.0, 1395.0, 712.0, 36.0], shoonya_0sHO9Y4OQQRUXX, 5750240]
[paragraph, [61.0, 723.0, 705.0, 36.0], shoonya_7s7N2QJ0ECV8C2, 5750240]
[paragraph, [61.0, 759.0, 705.0, 36.0], shoonya_7s7N2QJ0ECV8C2, 5750240]
[paragraph, [61.0, 795.0, 705.0, 36.0], shoonya_7s7N2QJ0ECV8C2, 5750240]
[paragraph, [61.0, 831.0, 705.0, 36.0], shoonya_7s7N2QJ0ECV8C2, 5750240]
[paragraph, [61.0, 867.0, 705.0, 36.0], shoonya_7s7N2QJ0ECV8C2, 5750240]
[paragraph, [61.0, 903.0, 705.0, 36.0], shoonya_7s7N2QJ0ECV8C2, 5750240]
[paragraph, [61.0, 939.0, 705.0, 36.0], shoonya_7s7N2QJ0ECV8C2, 5750240]
[reference, [567.0, 974.0, 190.0, 36.0], yZIbZkpsaa, 5750240]
[paragraph, [72.0, 1039.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1075.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1111.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1147.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1183.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1219.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1255.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1291.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1327.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1363.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1399.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1435.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1471.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1507.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1543.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1579.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1615.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1651.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1687.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [72.0, 1723.0, 707.0, 36.0], shoonya_1sYMH6Q8SOOQXQ, 5750240]
[paragraph, [814.0, 1451.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1487.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1523.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1559.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1595.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1631.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1667.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1703.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1739.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [814.0, 1775.0, 708.0, 36.0], shoonya_9sHTEULSZ1VT8I, 5750240]
[paragraph, [110.0, 1806.0, 654.0, 36.0], shoonya_4sI8I3NOB7ZMZV, 5750240]
[paragraph, [110.0, 1842.0, 654.0, 36.0], shoonya_4sI8I3NOB7ZMZV, 5750240]
[paragraph, [110.0, 1878.0, 654.0, 36.0], shoonya_4sI8I3NOB7ZMZV, 5750240]
[paragraph, [110.0, 1914.0, 654.0, 36.0], shoonya_4sI8I3NOB7ZMZV, 5750240]
[paragraph, [110.0, 1950.0, 654.0, 36.0], shoonya_4sI8I3NOB7ZMZV, 5750240]
[paragraph, [110.0, 1986.0, 654.0, 36.0], shoonya_4sI8I3NOB7ZMZV, 5750240]
[paragraph, [110.0, 2022.0, 654.0, 36.0], shoonya_4sI8I3NOB7ZMZV, 5750240]
[ordered-list, [817.0, 1846.0, 707.0, 36.0], shoonya_5s4L5AY97LJATI, 5750240]
[ordered-list, [817.0, 1882.0, 707.0, 36.0], shoonya_5s4L5AY97LJATI, 5750240]
[ordered-list, [817.0, 1918.0, 707.0, 36.0], shoonya_5s4L5AY97LJATI, 5750240]
[ordered-list, [817.0, 1954.0, 707.0, 36.0], shoonya_5s4L5AY97LJATI, 5750240]
[ordered-list, [817.0, 1990.0, 707.0, 36.0], shoonya_5s4L5AY97LJATI, 5750240]
[ordered-list, [817.0, 2026.0, 707.0, 36.0], shoonya_5s4L5AY97LJATI, 5750240]
[ordered-list, [817.0, 2062.0, 707.0, 36.0], shoonya_5s4L5AY97LJATI, 5750240]
