[792, 612]
[paragraph, [60.0, 51.0, 161.0, 18.0], shoonya_3sYVFJKDUM38FQ, 6514809]
[paragraph, [61.0, 499.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 517.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 535.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 553.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 571.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 589.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 607.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 625.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 643.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 661.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 679.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [61.0, 697.0, 160.0, 18.0], shoonya_8sMIOUS7G5NDSD, 6514809]
[paragraph, [226.0, 268.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [226.0, 286.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [226.0, 304.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [226.0, 322.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [226.0, 340.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [226.0, 358.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [226.0, 376.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [226.0, 394.0, 161.0, 18.0], shoonya_5sVSZTNJFTDKUK, 6514809]
[paragraph, [225.0, 413.0, 162.0, 18.0], shoonya_4s3ZGZAE508BDD, 6514809]
[paragraph, [225.0, 431.0, 162.0, 18.0], shoonya_4s3ZGZAE508BDD, 6514809]
[paragraph, [225.0, 449.0, 162.0, 18.0], shoonya_4s3ZGZAE508BDD, 6514809]
[paragraph, [225.0, 467.0, 162.0, 18.0], shoonya_4s3ZGZAE508BDD, 6514809]
[paragraph, [225.0, 494.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 512.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 530.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 548.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 566.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 584.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 602.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 620.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 638.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 656.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[paragraph, [225.0, 674.0, 161.0, 18.0], shoonya_2sOI0J3OZOSEAA, 6514809]
[folio, [414.0, 726.0, 32.0, 18.0], efDioQe-ar, 6514809]
