[842, 595]
[paragraph, [75.0, 111.0, 219.0, 18.0], shoonya_2s5BR3FQ7OUX7T, 5740304]
[paragraph, [299.0, 564.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 582.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 600.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 618.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 636.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 654.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 672.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 690.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [299.0, 708.0, 221.0, 18.0], shoonya_1s8DILIY8U0CH7, 5740304]
[paragraph, [76.0, 484.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 502.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 520.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 538.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 556.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 574.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 592.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 610.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 628.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 646.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 664.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 682.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[paragraph, [76.0, 700.0, 217.0, 18.0], shoonya_0sOZ2YO8NE5XMJ, 5740304]
[website-link, [229.0, 799.0, 139.0, 18.0], _LPy9C2TTF, 5740304]
