[1425, 1088]
[section-title, [91.0, 107.0, 643.0, 30.0], 4SkictGmRo, 5759022]
[ordered-list, [94.0, 1119.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[ordered-list, [94.0, 1137.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[ordered-list, [94.0, 1155.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[ordered-list, [94.0, 1173.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[ordered-list, [94.0, 1191.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[ordered-list, [94.0, 1209.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[ordered-list, [94.0, 1227.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[ordered-list, [94.0, 1245.0, 863.0, 18.0], shoonya_4s6VDTKHG0YXNH, 5759022]
[figure-caption, [465.0, 631.0, 110.0, 18.0], shoonya_3s6A7E2QR0MNCV, 5759022]
[figure-caption, [463.0, 1221.0, 116.0, 18.0], shoonya_2sYU7UTQ8BMM3H, 5759022]
[figure-caption, [463.0, 1239.0, 116.0, 18.0], shoonya_2sYU7UTQ8BMM3H, 5759022]
[folio, [102.0, 1343.0, 155.0, 18.0], Y6Q-u7KbEg, 5759022]
