[2339, 1653]
[paragraph, [234.0, 206.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [23820.0, 21730.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21766.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21802.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21838.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21874.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21910.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21946.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21982.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22018.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22054.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22090.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22126.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22162.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22198.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22234.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22270.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22306.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 22342.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [24069.0, 53768.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 53804.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 53840.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 53876.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 53912.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 53948.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 53984.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54020.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54056.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54092.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54128.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54164.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54200.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54236.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54272.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54308.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54344.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54380.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54416.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54452.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54488.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54524.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54560.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54596.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54632.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54668.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54704.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54740.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54776.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54812.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54848.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54884.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54920.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54956.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 54992.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55028.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55064.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55100.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55136.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55172.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55208.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55244.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55280.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55316.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55352.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55388.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55424.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55460.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55496.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55532.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55568.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55604.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55640.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55676.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55712.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55748.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55784.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55820.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55856.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55892.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55928.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 55964.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56000.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56036.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56072.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56108.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56144.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56180.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56216.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56252.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56288.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56324.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56360.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56396.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56432.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56468.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56504.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56540.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56576.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56612.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56648.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56684.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56720.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56756.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56792.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56828.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56864.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56900.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56936.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 56972.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57008.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57044.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57080.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57116.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57152.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57188.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57224.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57260.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57296.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57332.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57368.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57404.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57440.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57476.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57512.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57548.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57584.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57620.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57656.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57692.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57728.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57764.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57800.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57836.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57872.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57908.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57944.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 57980.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58016.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58052.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58088.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58124.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58160.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58196.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58232.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58268.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58304.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58340.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58376.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58412.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58448.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58484.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [24069.0, 58520.0, 13565.0, 36.0], shoonya_4sQPUNZL2EWNFZ, 5685868]
[paragraph, [23362.0, 61231.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61267.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61303.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61339.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61375.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61411.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61447.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61483.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61519.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61555.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61591.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61627.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61663.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61699.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61735.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61771.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61807.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61843.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61879.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61915.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61951.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 61987.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62023.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62059.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62095.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62131.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62167.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62203.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62239.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62275.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62311.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62347.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62383.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62419.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
