[1754, 1241]
[section-title, [383.0, 89.0, 487.0, 49.5], mLsKQeWLfQ, 5706377]
[sub-ordered-list, [193.0, 852.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 888.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 924.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 960.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 996.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1032.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1068.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1104.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1140.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1176.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1212.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1248.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1284.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1320.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1356.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1392.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1428.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1464.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1500.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1536.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1572.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 1608.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
