[1388, 886]
[folio, [606.0, 96.0, 225.0, 18.0], tJ56oq2t73, 5742106]
[paragraph, [67.0, 968.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 986.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1004.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1022.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1040.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1058.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1076.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1094.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1112.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1130.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 1148.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[footnote, [42.0, 1217.0, 821.0, 18.0], _l-IMwc2Ph, 5742106]
[footnote, [42.0, 1235.0, 821.0, 18.0], _l-IMwc2Ph, 5742106]
[footnote, [42.0, 1253.0, 821.0, 18.0], _l-IMwc2Ph, 5742106]
[footnote, [42.0, 1271.0, 821.0, 18.0], _l-IMwc2Ph, 5742106]
[footnote, [42.0, 1289.0, 821.0, 18.0], _l-IMwc2Ph, 5742106]
[footnote, [569.0, 1352.0, 262.0, 18.0], jTl7EpMX0C, 5742106]
