[2806, 1984]
[sidebar, [1654.0, 212.0, 93.0, 46.5], shoonya_3sKB34IXC82FAU, 5698476]
[ordered-list, [223.0, 922.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 968.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1015.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1061.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1108.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1154.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1201.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1247.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1294.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1340.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1387.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1433.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1480.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1526.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1573.0, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[ordered-list, [223.0, 1619.5, 1552.0, 46.5], shoonya_1sSNYZ1NIGWW1J, 5698476]
[paragraph, [233.0, 1101.0, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1147.5, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1194.0, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1240.5, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1287.0, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1333.5, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1380.0, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1426.5, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1473.0, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1519.5, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1566.0, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
[paragraph, [233.0, 1612.5, 1543.0, 46.5], shoonya_0sBGZ8CQ2Q939Y, 5698476]
