[1361, 826]
[folio, [600.0, 62.0, 118.0, 18.0], VSfLAr0XQ0, 5781596]
[ordered-list, [74.0, 1010.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1028.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1046.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1064.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1082.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1100.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1118.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1136.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1154.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1172.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1190.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1208.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[ordered-list, [74.0, 1226.0, 670.0, 18.0], dedgMwGmUD, 5781596]
[sub-ordered-list, [82.0, 821.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 839.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 857.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 875.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 893.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 911.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 929.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 947.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 965.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 983.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 1001.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 1019.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 1037.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 1055.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [82.0, 1073.0, 655.0, 18.0], CORP8oq9sN, 5781596]
[sub-ordered-list, [88.0, 1157.0, 646.0, 18.0], NFRxZUjwfD, 5781596]
[sub-ordered-list, [88.0, 1175.0, 646.0, 18.0], NFRxZUjwfD, 5781596]
[sub-ordered-list, [88.0, 1193.0, 646.0, 18.0], NFRxZUjwfD, 5781596]
[sub-ordered-list, [88.0, 1211.0, 646.0, 18.0], NFRxZUjwfD, 5781596]
