[2339, 1656]
[folio, [97.0, 22.0, 696.0, 36.0], rqYCBfa2mI, 5656094]
[paragraph, [58.0, 952.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 988.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1024.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1060.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1096.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1132.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1168.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1204.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1240.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1276.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1312.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1348.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1384.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1420.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 1456.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[figure-caption, [973.0, 1613.0, 434.0, 36.0], R0j2cwxd-h, 5656094]
[paragraph, [825.0, 1697.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1733.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1769.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1805.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1841.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1877.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1913.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1949.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 1985.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 2021.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 2057.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 2093.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[paragraph, [825.0, 2129.0, 727.0, 36.0], shoonya_4sK65S5X8UIW1W, 5656094]
[figure-caption, [167.0, 2059.0, 580.0, 36.0], 0BedzDr6KQ, 5656094]
